Austen,Austen_Title,Austen_Title2,PROTAG.NAME,PROTAG.GENDER,Combination,Combination_Class,Combination_Class2,STORY.ID,Short_Title,Author_Gender,Canonicity,PUB..DATE,GENRE,PREDICATE,AGENT,PATIENT,POSESSOR,AFFECT,COGITATION,SOCIABILITY,POLARITY,COMMUNICATIVENESS,DESCRIPTIVENESS,ABSTRACTION,DISTINCTIVENESS_SKEW,DISTINCTIVENESS_SKEW.woSaid.,DEPTH,CLASS.SIMILARITY,HOMOGENEITY,DISTINCTIVENESS_KL,EMBODIMENT,CLOTHES,MOTION,PHYSICAL,PERCEPTION,VALUATION,CENTRALITY,ENSEMBLE,MENTIONS,POPULATION,SOCIO,COMM,COG_PER,COG_PER_RATIO
,,,Janet,F,f_F,Female_Female,Female_Female,Chadwyck_1858_Eliot_ScenesofClerical,1858_Eliot_ScenesofClerical,f,can,1858,vic,-0.6631397883,-0.2190568395,-0.8312071085,1.0674737246,0.324323826,0.9805345118,-0.5683055929,1.8485649702,-0.4928594831,-0.5210411887,0.9098769243,-0.7926606063,-0.3325038451,-1.4882385511,0.0574252674,0.0771245241,-0.5663807912,0.4055593083,0.593933692,0.3614867402,-0.1704407796,0.9733105708,-0.8431602786,-0.373559401,-0.0343466195,-0.1988213483,-0.3310332963,-1.0997650481,-0.749196258,1.239495552,-0.2206183538
,,,Eric,M,m_M,All,Male_Male,Chadwyck_1858_Farrar_EricorLittle,1858_Farrar_EricorLittle,m,non,1858,vic,-0.4720795673,0.9437879551,-0.6589346295,0.0106324778,0.1863352578,0.2884609574,-0.2017037046,0.5669068524,-0.0660206356,-0.37545522,0.7642903529,0.8891056581,-0.1837469396,0.7900417406,1.225392718,1.3448641351,-0.3612919553,0.3946328717,0.3832224652,0.7227253476,0.1210673475,0.6124558707,-0.6467585559,2.8487773292,-0.6884936001,3.2190174051,0.1650083198,-0.3376409294,-0.2432356633,0.5259171957,-0.3587959493
,,,Lucy,F,m_F,All,Mixed,Chadwyck_1858_Lowell_TheNewPriest,1858_Lowell_TheNewPriest,m,non,1858,vic,-0.2012867004,0.9336691815,-0.333661411,-0.3461592186,-0.5333698234,-0.6474112355,-0.8490688724,0.5669068524,1.1145345257,-0.1452175103,0.3609902917,0.6288961572,-1.0784117772,-0.591864329,0.7312928701,1.0880384526,0.4428240597,0.2537872895,0.9338093278,0.050625705,-0.0756463552,0.6697408201,0.0041716474,-0.7836983322,-0.6884936001,-1.0380264327,-0.4776650925,0.2258544289,0.8433740365,-0.1693935246,-0.7931056816
,,,Harry,M,m_M,All,Male_Male,Chadwyck_1858_Thackeray_TheVirginiansA,1858_Thackeray_TheVirginiansA,m,can,1858,vic,-0.1304690284,-0.6695820593,-0.3502062483,0.7621541623,0.608417937,-0.891209874,-0.4457459787,-0.7147512654,-0.2724564038,-0.1039747675,-0.0665931905,0.5433125794,1.0051866181,0.6981585175,0.887043781,0.4623085023,-0.284781498,-0.1472651586,0.9685223126,-0.3583034567,-0.2090353496,-0.6875237425,-0.3620384609,1.0045365252,-0.0343466195,0.1695486176,-0.8752848814,0.6063665298,-0.0509254825,-1.0291000467,-0.3024473266
,,,Frank,M,m_M,All,Male_Male,Chadwyck_1858_Trollope_DoctorThorneA,1858_Trollope_DoctorThorneA,m,can,1858,vic,-0.2315791973,0.4079209883,-0.3869778311,0.0800984502,0.1159881446,0.0800524439,0.5266460718,1.8485649702,0.0863682113,-0.3049869247,-0.2034716764,0.4265868708,0.4979693283,0.9452507685,0.8396242568,1.1184572749,0.1865009052,-0.5105991663,-0.5958544716,-0.0327907404,-0.5594606834,-0.9517181602,-0.7976407329,-0.6262818615,-0.6884936001,0.3987361563,-0.6413704053,0.1443735739,0.362807014,-0.4087458325,0.7075441535
,,,Alaric,M,m_M,All,Male_Male,Chadwyck_1858_Trollope_TheThreeClerks,1858_Trollope_TheThreeClerks,m,can,1858,vic,-0.1424377621,0.7442632257,-0.7002016348,-0.0462639203,0.3594973826,0.3002576657,-0.0956044908,-0.7147512654,0.2110956949,-0.398061815,-0.1354842272,1.5968105882,1.0162843484,1.79715562,1.1169577783,1.5021910574,-0.6353949109,-0.5850032316,-0.4427939608,-0.258633451,-0.3129735632,-0.8019235155,-0.0755878605,-0.4000513254,-0.6884936001,0.5629593061,-0.6634844079,-0.3047233752,0.4350067272,-0.1644012039,0.6855920269
,,,Peleg,M,f_M,All,Mixed,Chadwyck_1859_Cary_TheAdoptedDaughter,1859_Cary_TheAdoptedDaughter,f,non,1859,vic,0.763858315,0.5621337845,-1.1271775889,-0.2902146973,-1.2747201701,1.700133719,-0.5112058914,0.994126225,-0.3299870143,0.6863121543,-0.0707378637,-0.7496543552,0.2426974133,0.4663292386,-1.1476289045,-0.4271969513,0.2114064166,-0.7438209143,0.3884798908,1.3799233008,4.8274225715,-1.6083267902,1.1101481938,-0.6236067968,0.6198003611,-1.0659669493,0.135733681,-1.713107564,0.1682017236,0.5192341434,4.1151598808
,,,Percival,M,m_M,All,Male_Male,Chadwyck_1859_Collins_TheWomanin,1859_Collins_TheWomanin,m,can,1859,vic,-0.7967882483,0.001628014,-0.9114222473,1.0445324625,-0.2384530796,-0.4704606108,-0.5089564538,-0.7147512654,-0.1301622264,-0.8726731786,0.7424586602,0.0241571543,-0.1889583323,-0.8669486664,0.695202897,0.6284026908,-0.4909802542,0.2565718252,0.5189161376,0.0769861621,-0.6211009748,-0.1674930763,0.5060797225,-0.7888703195,-0.6884936001,-0.6005493787,-0.7115120536,0.2082736427,-0.0720346824,-0.4466004692,-0.3610591543
,,,St. John,M,m_M,All,Male_Male,Chadwyck_1859_Cooke_HenryStJohn,1859_Cooke_HenryStJohn,m,non,1859,vic,-0.5933790411,0.8292319305,-0.948840168,0.3359593201,-0.379147306,-0.7221237215,-0.3961887046,2.7030037154,0.924149175,-0.4101935837,0.9546835468,1.5867221264,-0.3842443821,-0.1638362544,0.8756464867,0.5853728662,0.1660334076,1.119335167,0.3425047798,0.1702850676,-0.2949667608,1.241606204,-0.3455567988,1.5386965304,1.2739473417,0.0566177111,-0.3788863029,0.4770156886,0.4959119145,0.0556362281,-0.9686586432
,,,Miss Westervelt,F,m_F,All,Mixed,Chadwyck_1859_De_Forest_SeaclifforThe,1859_De_Forest_SeaclifforThe,m,non,1859,vic,-0.3762821077,-0.2880989246,0.7535046974,0.040552352,-0.1708116246,-0.7181914854,-0.6351455638,-1.1419706379,-0.1974342271,-0.490152973,-0.3916970541,-0.2953946241,-0.9502935454,-1.3355529274,0.5857339036,-0.193987076,-0.3791389365,0.6553044003,0.0880631713,0.1711326411,0.1906093737,0.5703585884,-0.5748291151,-0.4266158422,4.5446822446,-0.6173977877,-0.380990933,0.3758927167,-0.3536048571,-0.2732691206,-0.7943424888
,,,Mr. Lorry,M,m_M,All,Male_Male,Chadwyck_1859_Dickens_ATaleof,1859_Dickens_ATaleof,m,can,1859,vic,-0.3721526833,0.8666450843,-0.0415216946,-0.3455269504,-1.4262370293,0.0407300828,1.4964261522,-0.7147512654,1.1250514423,-0.1014980437,0.7752819177,0.7531421472,-0.4940386517,0.9099362935,0.9826950035,0.1213496798,0.1024396368,1.6358587084,0.4480068714,0.1332045087,0.1273712511,2.5071277128,-0.2856205168,0.0291441376,-0.6884936001,-0.2206654078,-0.2802241127,0.575441455,0.3086416671,1.2713200841,-0.9567548258
,,,Adam,M,f_M,All,Mixed,Chadwyck_1859_Eliot_AdamBedeBy,1859_Eliot_AdamBedeBy,f,can,1859,vic,-0.4642443285,1.1931323412,-0.6183367642,-0.1956438376,-0.4386717864,0.4811405265,-0.3991449868,-0.7147512654,0.6718990458,-0.4620315334,0.9990757478,1.9634488535,0.302891028,-0.7240395426,1.187040669,1.3470045832,-0.1071318938,0.0707363581,0.8662757772,1.7208440587,0.0313394299,1.3573183488,-0.2448522887,-0.7082209895,-0.6884936001,0.6717421418,-0.632484207,-0.5887962746,0.2258127691,1.0432516847,-0.552245943
,,,Maggie,F,f_F,Female_Female,Female_Female,Chadwyck_1859_Holmes_DoraDeaneor,1859_Holmes_DoraDeaneor,f,non,1859,vic,-0.4019579424,-0.2552316424,-0.2061384104,0.5688439851,-0.0490570056,1.0827726506,-0.1877083199,1.4213455976,-0.3145539926,-0.4365684732,0.2712269878,-0.3596643191,-0.1206254079,1.2076830478,0.8495175274,0.4031679374,-0.0740259794,1.5259952607,0.5804749367,-0.3869343652,0.2145315795,0.6908620429,-0.1488184811,-0.0964479986,-0.6884936001,1.1731650163,-0.2847762764,-1.0346998294,-0.4988036331,1.1788719387,-0.0459399773
,,,Remeses,M,m_M,All,Male_Male,Chadwyck_1859_Ingraham_ThePillarof,1859_Ingraham_ThePillarof,m,non,1859,vic,-0.0900016198,0.4126104913,0.2725992312,-0.3862122507,-1.1069693617,-0.3131711666,1.1082063336,-1.1419706379,0.1288073054,0.1335204325,1.1134529624,-0.6867986293,-1.0136793321,-0.1934463968,0.1170201179,-1.1726690718,0.9637135919,0.3261152984,-0.5304932279,3.0435706619,-0.8596395442,-0.88479003,0.4300052079,-0.7206496201,-0.0343466195,-1.0328179409,-0.4043820059,0.7299237338,0.3826431331,-0.6796986179,0.3096592611
,,,Willy,M,m_M,All,Male_Male,Chadwyck_1859_Jones_Borderwara,1859_Jones_Borderwara,m,non,1859,vic,-0.1244417438,1.6150609373,2.4348932072,-2.427425465,-0.7877016941,-0.7929039714,3.8641196867,1.8485649702,3.5261525826,-0.0184045274,-0.322284146,1.1845609885,1.7736443893,1.1829303595,0.2687906879,1.8089869888,1.0063723771,-0.8886189616,-1.0520724968,1.3799233008,-0.6463747506,-0.3030159167,-1.0779993827,-0.2991016537,0.6198003611,-0.4428258029,-0.4766105831,2.2805102382,3.3860694883,-0.7629404293,-0.4772502176
,,,Richard,M,m_M,All,Male_Male,Chadwyck_1859_Meredith_TheOrdealof,1859_Meredith_TheOrdealof,m,non,1859,vic,-0.2752891325,0.956608046,-0.0987507888,-0.4434249479,0.1944522324,-0.4822573191,2.4256031167,-0.7147512654,0.0068493111,-0.150734334,-0.0332524529,0.5986462288,1.8659785752,1.3952988926,0.9669852655,1.1197952503,-0.3879542939,0.0868190875,-0.1683841183,0.3040750895,-0.04561993,0.7937331113,-0.8260159888,0.3934193242,-0.6884936001,1.0986784612,-0.5623276566,1.4178469054,-0.2288433798,0.0196242872,-0.7591431087
,,,Julia,F,m_F,All,Mixed,Chadwyck_1859_Neal_TrueWomanhoodA,1859_Neal_TrueWomanhoodA,m,non,1859,vic,0.051886998,-0.4851234362,-0.1262858162,0.3823378051,0.4298444958,0.0328656106,0.1898450604,-0.2875318928,-0.1181039258,0.4930121414,0.0205185882,-0.4863110198,-0.1872810582,-0.7826129829,0.3642784432,0.5662987856,0.3050545244,1.8009321528,1.2682129937,-0.5745296977,-0.0269030068,1.1730265574,-0.7235899822,-0.6874920922,-0.6884936001,0.2538471583,-0.508899618,0.0484972555,-0.4580649394,0.6054984259,-0.6645212124
,,,Mrs. Partington,F,f_F,Female_Female,Female_Female,Chadwyck_1859_Shillaber_Knitting-WorkAWeb,1859_Shillaber_Knitting-WorkAWeb,f,non,1859,vic,-0.3178640409,1.0411363885,0.0061252384,-0.5335522718,-1.0420335649,-0.66314018,-0.8490688724,-1.1419706379,0.0885083164,0.0376740212,0.5083614565,-0.7615256142,-1.5485899714,-1.3326505063,0.3230994581,0.1169913907,0.2063827467,0.5538552012,2.212488732,2.0252209192,-0.000443069,0.268063028,-0.2379049487,-0.3404698304,0.6198003611,-1.0025762268,0.1622187679,0.2397708204,0.0032895755,-0.3801935184,-0.6647854859
,,,Harry,M,m_M,All,Male_Male,Chadwyck_1859_Simms_TheCassiqueof,1859_Simms_TheCassiqueof,m,non,1859,vic,2.2910213367,-0.1910847246,1.4253149147,-2.2042966465,0.2133918398,-0.1322883058,1.3429202528,-1.1419706379,-0.6016723599,2.3080395669,-1.2195458498,-0.8874359962,-0.3690927272,-0.1031542848,-0.1175424425,-1.0804601148,-0.9152446417,-1.1474391372,-0.0682806666,0.4738994601,0.1113222368,0.6708346169,0.1179274084,0.5370854516,-0.6884936001,-0.2451928729,-0.6509024136,0.6657953317,-0.7612673371,0.2294530536,-0.5678233134
,,,Joshua,M,m_M,All,Male_Male,Chadwyck_1859_Smith_MyThirtyYears,1859_Smith_MyThirtyYears,m,non,1859,vic,-0.4400575438,1.8616365016,0.8315045515,-1.49768396,-1.7536216715,-1.1389407486,1.91975942,-0.7147512654,3.8622688599,-0.447322561,1.7680662342,0.5196121053,-0.6488155792,-0.8557852379,0.3753406175,-0.4795474243,1.1001368899,-0.6294624259,-1.0520724968,-0.9956271254,-0.2123316902,-0.1622791885,-1.3553701497,-0.4179776507,-0.6884936001,-0.952629341,-0.1378816646,1.7921556009,3.6585608878,-0.9609073182,-0.7482254789
,,,Mary,F,f_F,Female_Female,Female_Female,Chadwyck_1859_Stowe_TheMinisterWooing,1859_Stowe_TheMinisterWooing,f,can,1859,vic,-0.2550175902,-0.5033661426,-0.5019070669,0.8118464698,-0.649713126,-0.214865264,-0.3382200493,-1.1419706379,0.5436587303,-0.3979832151,1.3142977515,1.1519030672,-0.33221793,0.4628763547,1.0654497011,1.0337738637,0.1105785908,1.9907934107,0.1277398992,-0.0715269474,0.4540717941,0.4918817714,-0.1127489145,0.8643544475,-0.6884936001,0.6812524026,-0.238513095,0.0518995349,0.3624307734,0.077106637,-0.5372476245
,,,Meredith,M,f_M,All,Mixed,Chadwyck_1860_Cummins_ElFureidis1860,1860_Cummins_ElFureidis1860,f,non,1860,vic,-0.8660120017,-0.343134057,-0.9352298016,1.3511738792,-0.663241417,0.3277833185,-0.663898179,-0.7147512654,-0.7389347973,-0.7638875806,0.2731122698,-0.8552893925,-0.5469346357,-1.855083175,0.0735994632,-0.5355766281,-0.5817888942,1.1647455107,0.8427644757,0.1580324952,-0.4440560389,0.8891329142,-0.0716704971,1.6006874888,-0.6884936001,1.3276811677,-0.0681072563,-0.5612963717,-0.9542799418,0.6931447379,-0.4529967092
,,,Maggie,F,f_F,Female_Female,Female_Female,Chadwyck_1860_Eliot_TheMillon,1860_Eliot_TheMillon,f,can,1860,vic,-0.6036445589,0.3324845734,-0.8699510689,0.654315214,-0.2519813706,0.1901550548,-0.2538175216,-0.7147512654,0.3439028322,-0.5579798887,1.1495004018,1.7305201027,0.2574668785,0.4074757303,1.1929699888,1.6488028803,0.0213498055,0.9253759046,0.6545029008,0.5090657436,0.1768644897,0.7736281543,-0.568995785,-0.3044701558,-0.6884936001,1.4297959545,-0.6075097361,-0.2719585187,0.0921943212,0.5296076954,-0.467003042
,,,Miriam,F,m_F,All,Mixed,Chadwyck_1860_Hawthorne_TheMarbleFaun,1860_Hawthorne_TheMarbleFaun,m,non,1860,vic,-0.4122535157,-0.5994657273,0.7959914705,0.2639256048,-0.595599962,0.4339536933,-0.4986924792,1.8485649702,0.5142314187,-0.3656822075,0.5917708198,1.3341181863,-0.5303438522,-0.1802143638,0.9839999538,0.1311504698,-0.0234004181,0.5262476834,-0.803088156,-0.465680908,-0.5319899044,-0.3402158912,-0.8226964815,-0.7101182745,-0.6884936001,0.0055079759,-0.3002908979,-0.5877247473,0.5815386089,0.1672998249,0.2988437661
,,,Fanny,F,m_F,All,Mixed,Chadwyck_1860_Holland_MissGilbertCareer,1860_Holland_MissGilbertCareer,m,non,1860,vic,-0.5847971037,1.6846948241,-0.5500997909,-0.5038866838,-0.3818529642,0.3041899018,-0.4052934781,-0.7147512654,-0.0729822831,-0.6111807971,0.9491609478,-0.0541009139,-0.2794035051,1.8784481809,0.8299804135,0.4765537727,-0.3393866465,-0.0186755717,-0.5114630355,1.5104636152,-0.5928600027,0.7884506691,-0.3144550766,-0.6190306229,-0.6884936001,-0.0254633223,-0.2284267668,-0.4347493006,-0.3019046726,0.6251122743,-0.424319286
,,,Maude,F,f_F,Female_Female,Female_Female,Chadwyck_1860_Holmes_CousinMaudand,1860_Holmes_CousinMaudand,f,non,1860,vic,-0.1663424711,-0.4788336062,-0.2844891612,0.6133233345,0.2675050038,0.312054374,-0.2655447374,-0.2875318928,-0.4962638146,-0.1398207147,0.3994420732,-0.7217593994,-0.4949944058,0.9359081203,0.5984553578,0.4267061506,-0.4501709572,0.7022262269,0.5311887276,-0.5633708827,0.1076925718,0.4279079993,0.5801769161,-0.2199962579,-0.6884936001,0.8956986221,0.065026808,-0.3846025928,-0.5907325538,0.4528974585,-0.2636137174
,,,Isabel,F,m_F,All,Mixed,Chadwyck_1860_Ingraham_TheSunnySouth,1860_Ingraham_TheSunnySouth,m,non,1860,vic,2.753622507,0.9731162772,-1.2684451036,-1.849274782,0.9655648193,-0.5333763885,-0.8490688724,-0.7147512654,-0.274028178,2.4260706986,-3.8776730546,-1.3323515175,-1.2521679948,-0.0804188577,-1.9932496685,-1.6866652022,3.2201320126,-1.5712382678,-1.0520724968,-0.2682690422,-0.8596395442,-0.2119114951,-1.3553701497,0.6416568109,0.6198003611,-1.3254238782,-0.2778281695,0.1249605904,-0.1933564563,-0.5172143185,-0.3727648398
,,,David,M,m_M,All,Male_Male,Chadwyck_1860_Ingraham_TheThroneof,1860_Ingraham_TheThroneof,m,non,1860,vic,-0.2226575318,-1.0894977701,-0.2134281742,1.048630386,-0.0030608162,-0.816497388,0.289041174,-1.1419706379,-0.7188785982,-0.3448018008,-0.8462686562,-0.9367761171,-0.6035357656,-1.1546552007,-0.1482643916,-0.2001099801,-0.9194804579,-0.376723594,0.1033036248,0.718139466,-0.6315778227,-0.362629565,1.0175539618,-0.1687595593,-0.6884936001,-0.0014784195,-0.4312487911,0.8405164622,-0.5645347118,-0.8106636211,-0.4589114189
,,,Willis,M,m_M,All,Male_Male,Chadwyck_1860_Thompson_TheDoomedChief,1860_Thompson_TheDoomedChief,m,non,1860,vic,1.1902781122,-1.7832173812,5.6988105165,-2.7020555219,-0.2492757124,0.2687997769,1.6674277724,0.994126225,1.1050789481,0.8347125906,-1.3529827181,-0.0324506626,-1.2907861302,0.1440196638,0.1541061135,-1.4818136068,1.4207086679,-1.5712382678,-1.0520724968,1.5205132612,0.3169940176,-2.2224917382,2.4704341658,0.035219857,-0.6884936001,-0.9279136337,-0.3596587811,0.4435294063,1.691733076,-0.8912256258,6.53416227
,,,Abel,M,m_M,All,Male_Male,Chadwyck_1861_Curtis_TrumpsANovel,1861_Curtis_TrumpsANovel,m,non,1861,vic,1.0671442757,1.0600524491,0.8777273263,-1.9678419597,0.1159881446,-0.6828013605,4.463299465,0.5669068524,0.1620577064,0.9766064516,-0.2485299466,0.263524163,2.5988667783,-0.5810720105,0.307958081,1.369720539,-0.8039044511,-0.721496011,0.7844496162,0.4792469535,0.5501381299,2.0966815313,-0.5695641289,-0.2159025375,0.6198003611,0.6097901304,-0.3364149182,2.4279356539,-0.4699210108,0.5088937025,-1.1080995755
,,,Joe,F,m_F,All,Mixed,Chadwyck_1861_Dickens_GreatExpectationsBy,1861_Dickens_GreatExpectationsBy,m,can,1861,vic,0.0448341791,1.1445093831,1.376196857,-1.6154897198,-1.0582675141,-1.1468052208,-0.4441153492,1.8485649702,2.2110418407,0.3511318097,0.6382681088,1.722952742,-1.0908521424,0.4545629155,0.6231614415,1.598011804,0.1813905061,-0.2076230035,0.4587090404,0.5606234915,-0.1496020932,0.5347230692,0.8609579018,-0.7003166492,1.9280943223,-0.6852242956,-0.5351972638,0.8331742088,1.9084100258,-0.6223062669,-0.9785575948
,,,Silas,M,f_M,All,Mixed,Chadwyck_1861_Eliot_SilasMarnerthe,1861_Eliot_SilasMarnerthe,f,can,1861,vic,-0.8147604631,-0.077661214,-0.9738310066,1.1481489116,-0.8661657819,-0.2423909167,-0.4487171606,-0.7147512654,0.0422377703,-0.54642348,0.9838570849,0.358988425,-0.7924503058,-1.1913326167,0.886273406,1.1915112636,-0.5472128767,0.9888273305,-0.6253258222,0.5683360743,-0.0172768467,0.3519531248,-0.1380687201,0.0894140971,-0.0343466195,1.0002610075,0.6002051726,0.0311012791,-0.0648276163,-0.0133744865,-0.4930912667
,,,Elsie,F,f_F,Female_Female,Female_Female,Chadwyck_1861_Holmes_ElsieVennerA,1861_Holmes_ElsieVennerA,f,non,1861,vic,1.392356997,-0.7190495768,1.5889144762,-1.3108319258,0.9601535029,-1.4377906926,4.5802422965,-0.7147512654,-0.708016843,1.7154370358,-0.9190526999,-0.6686173623,0.2324293395,-1.5983562757,-1.1792244443,0.3674900472,-0.2759814515,-1.2690510689,-1.0520724968,-0.3809144181,0.8712054787,-0.1550347367,-1.3553701497,-0.1533484097,-0.6884936001,-0.0494090931,-0.3097773359,3.1437082735,-0.6159079295,-1.1884028871,-0.9225158574
,,,Evan,M,m_M,All,Male_Male,Chadwyck_1861_Meredith_EvanHarringtonBy,1861_Meredith_EvanHarringtonBy,m,non,1861,vic,-0.467790471,0.512977922,0.2458265463,-0.1879724948,0.2133918398,0.0132044301,-0.3010716337,-0.2875318928,0.0520705067,-0.5391679689,0.5792455927,1.643763288,-0.0242526644,-0.2259958456,1.3800433214,0.9781772929,-0.2504584367,0.3005412315,1.0999722905,0.3385483137,-0.2123316902,0.5250396779,-0.0399258737,0.4600906263,-0.6884936001,0.8403190887,-0.5240060613,-0.1347083509,-0.1069352231,0.2698529852,-0.4459203461
,,,Gerard,M,m_M,All,Male_Male,Chadwyck_1861_Reade_TheCloisterand,1861_Reade_TheCloisterand,m,non,1861,vic,0.1314855012,0.4907865714,0.6308768778,-0.7912520016,0.270210662,-0.9423289434,0.9029068343,1.8485649702,-0.2700380301,0.240079666,0.2180262332,0.4159916063,0.6396391126,1.2566170958,0.9640779643,0.8507754066,-0.4094863023,0.518311164,0.5001208186,1.0552365249,1.3425391909,0.8029484264,-0.4006571096,0.6864306798,-0.0343466195,0.7360058358,-0.7804173879,1.202688777,-0.490410025,-0.3315572031,-0.956060019
,,,Lady Lufton,F,m_F,All,Mixed,Chadwyck_1861_Trollope_FramleyPassonageBy,1861_Trollope_FramleyPassonageBy,m,can,1861,vic,-0.2654858442,0.2584479393,-0.7584320896,0.4168035363,0.3730256736,0.3513767351,-0.0143485364,-1.1419706379,0.2023964036,-0.3853719301,-0.5553879695,0.5511573987,0.6987975866,-0.1712036608,0.6224059417,1.1916969349,0.036926252,-0.4544952561,-0.5577652267,-1.4847110383,-0.2742066582,-0.6180415137,0.0828488322,-0.6416703845,1.2739473417,-0.1639160378,-0.614982432,-0.31674839,0.3723757567,-0.0339412279,0.5107270548
,,,Densdeth,M,m_M,All,Male_Male,Chadwyck_1861_Winthrop_CecilDreeme1861,1861_Winthrop_CecilDreeme1861,m,non,1861,vic,0.3024415041,0.0221707763,-0.4000935977,0.002722693,-0.3006832182,-0.1283560697,0.2786327144,-0.7147512654,-0.1030452948,-0.2271368812,-0.2764365184,-0.2729601511,-1.1668328699,1.0026602133,0.4219129277,0.6422153418,-0.5041457401,-0.5355966706,-0.1505348273,-0.7126318479,0.1290053885,0.1237933176,0.1876198204,-0.4102653816,-0.0343466195,-0.0920324605,0.627366129,0.227421171,-0.1330169511,-0.0380296988,-0.3296157477
,,,Mr. Carlyle,M,f_M,All,Mixed,Chadwyck_1861_Wood_EastLynneBy,1861_Wood_EastLynneBy,f,non,1861,vic,-0.6320818855,1.929117868,-0.395580664,-0.7328660503,-0.7254715556,-0.2187975001,1.0265443396,-0.7147512654,-0.290225186,-0.6459980318,-0.0748263865,-0.5033932022,-0.4444502004,0.857818935,0.7126394037,1.0023467336,0.5630741059,0.4122435216,-0.5068167527,1.2275081222,-0.2617007234,1.6455444481,-0.5258499565,-0.3656026204,-0.0343466195,0.71483971,-0.7211903332,0.6130562088,-0.7590091645,0.6445762259,-0.8751210604
,,,Robert,M,f_M,All,Mixed,Chadwyck_1862_Braddon_LadyAudleySecret,1862_Braddon_LadyAudleySecret,f,non,1862,vic,-0.6717533117,1.8830544093,-0.1255307782,-0.8235243106,-1.3721238653,0.8468384843,1.2054110734,1.8485649702,0.4060561522,-0.5178301428,0.2606801428,0.8834770571,0.0668082357,0.3913774218,0.962919181,0.3450179833,-0.2296491539,-0.0891304385,0.0683572186,0.4738994601,-0.4575240881,0.8980475121,-0.5708870545,0.3023053398,-0.6884936001,1.1912658154,-0.3912734273,-0.2566898018,0.1134201635,1.0988993656,-0.242849519
,,,Magdalen,F,m_F,All,Mixed,Chadwyck_1862_Collins_NoNameBy,1862_Collins_NoNameBy,m,can,1862,vic,-0.9111252163,0.4605208098,-0.4179199563,0.5186153096,-0.5333698234,-0.2659843334,-0.5693816108,-1.1419706379,-0.1323329751,-0.7382509987,1.2950889943,0.538398725,-0.196456519,1.5280184488,0.9722278089,1.2417552389,-0.1393565697,0.445549039,1.2832548757,0.9747795948,-0.2057753152,1.0092343876,-0.2923558346,-0.1227327771,-0.0343466195,0.4481143585,-0.7456293692,0.002669291,-0.4228216876,0.2934217048,-0.7335988538
,,,Jasper,M,m_M,All,Male_Male,Chadwyck_1862_Sala_TheSevenSons,1862_Sala_TheSevenSons,m,non,1862,vic,0.6659820272,-0.4372570295,-0.8510638075,0.3370420618,0.0483466896,-1.3591459705,0.4409533954,0.994126225,-0.9263226443,0.1561852386,-1.8922112287,-0.4335139695,0.6998396403,-0.148816958,-0.9200329637,-0.7649663984,-1.067012532,-0.6761231295,0.5980147538,1.1081161771,0.0451203813,-1.2445698088,1.2334241421,-0.699776396,-0.6884936001,-0.7007122355,-0.4927491369,1.3827071819,-0.4970653311,-1.6663905222,-0.2136447391
,,,Veronica,F,f_F,Female_Female,Female_Female,Chadwyck_1862_Stoddard_TheMorgesons1862,1862_Stoddard_TheMorgesons1862,f,non,1862,vic,-0.3649493753,1.5961006729,-0.1827014357,-0.7935959922,-0.9446298697,-1.6815893311,0.3916082939,0.994126225,0.42327175,-0.3437329886,0.3093605533,-0.0039316253,-0.4522588493,-1.0963967417,0.7678877001,1.0735740037,0.2826266953,-0.1786451286,0.2704019066,1.9814637706,0.0105120892,2.323404708,-0.5065851335,-0.4823945174,-0.6884936001,-0.4778074717,0.0364605714,1.6478295395,-0.2929331369,-0.1512743259,-1.4375279175
,,,Agnes,F,f_F,Female_Female,Female_Female,Chadwyck_1862_Stowe_AgnesofSorrento,1862_Stowe_AgnesofSorrento,f,can,1862,vic,-0.1432684239,-0.9830069346,-0.1698920276,0.8945893708,-0.4494944192,0.2019517631,-0.5747728539,0.5669068524,0.8684151564,-0.0044288739,0.8538158629,1.7441841768,-0.3677292579,-0.3344394471,0.8804758937,1.4330526749,-0.1033586754,1.5859560347,0.1174481234,-0.1227219551,1.2949947833,0.1429453372,0.3460280881,1.3214343352,-0.6884936001,0.5125464727,-0.0619365133,-0.4135463561,0.7694319759,0.2268434825,-0.1689972257
,,,Sally,F,f_F,Female_Female,Female_Female,Chadwyck_1862_Stowe_ThePearlof,1862_Stowe_ThePearlof,f,can,1862,vic,0.4906428865,0.8855938366,0.2324892532,-1.0943552167,-0.4494944192,0.650226679,-0.3904972527,0.1396874798,1.6962380409,0.9605998895,1.6438058918,1.4358830624,1.4886816859,-1.0788636114,0.6409757586,1.6148104212,-0.1463641074,-0.2298417408,-0.4003325127,0.2234009148,5.8943847639,1.0351910654,-0.2399111607,-0.7839214511,-0.0343466195,-0.1853921393,-0.2012644658,-0.7348637985,1.2788409298,1.0146946274,-0.3776150364
