"source","target","weight","type"
"mind","supper",6,"undirected"
"see","handkerchief",18,"undirected"
"feel","handkerchief",14,"undirected"
"think","handkerchief",15,"undirected"
"look","handkerchief",11,"undirected"
"mind","handkerchief",1,"undirected"
"see","candl",22,"undirected"
"feel","candl",8,"undirected"
"think","candl",12,"undirected"
"look","candl",16,"undirected"
"mind","candl",4,"undirected"
"see","kiss",86,"undirected"
"feel","kiss",56,"undirected"
"think","kiss",72,"undirected"
"look","kiss",98,"undirected"
"mind","kiss",15,"undirected"
"see","belov",35,"undirected"
"feel","belov",16,"undirected"
"think","belov",29,"undirected"
"look","belov",11,"undirected"
"mind","belov",14,"undirected"
"see","delic",25,"undirected"
"feel","delic",31,"undirected"
"think","delic",32,"undirected"
"look","delic",24,"undirected"
"mind","delic",26,"undirected"
"see","wipe",11,"undirected"
"feel","wipe",6,"undirected"
"think","wipe",9,"undirected"
"look","wipe",13,"undirected"
"mind","wipe",3,"undirected"
"see","domest",17,"undirected"
"feel","domest",11,"undirected"
"think","domest",16,"undirected"
"look","domest",8,"undirected"
"mind","domest",9,"undirected"
"see","vaniti",22,"undirected"
"feel","vaniti",22,"undirected"
"think","vaniti",33,"undirected"
"look","vaniti",17,"undirected"
"mind","vaniti",5,"undirected"
"see","except",83,"undirected"
"feel","except",48,"undirected"
"think","except",87,"undirected"
"look","except",52,"undirected"
"mind","except",23,"undirected"
"see","sunshin",26,"undirected"
"feel","sunshin",12,"undirected"
"think","sunshin",19,"undirected"
"look","sunshin",22,"undirected"
"mind","sunshin",7,"undirected"
"see","autumn",13,"undirected"
"feel","autumn",9,"undirected"
"think","autumn",8,"undirected"
"look","autumn",8,"undirected"
"mind","autumn",3,"undirected"
"see","awak",19,"undirected"
"feel","awak",12,"undirected"
"think","awak",19,"undirected"
"look","awak",10,"undirected"
"mind","awak",10,"undirected"
"see","simpl",32,"undirected"
"feel","simpl",29,"undirected"
"think","simpl",34,"undirected"
"look","simpl",33,"undirected"
"mind","simpl",12,"undirected"
"see","disord",10,"undirected"
"feel","disord",2,"undirected"
"think","disord",4,"undirected"
"look","disord",15,"undirected"
"mind","disord",8,"undirected"
"see","marri",77,"undirected"
"feel","marri",60,"undirected"
"think","marri",163,"undirected"
"look","marri",72,"undirected"
"mind","marri",31,"undirected"
"see","hopeless",11,"undirected"
"feel","hopeless",18,"undirected"
"think","hopeless",17,"undirected"
"look","hopeless",17,"undirected"
"mind","hopeless",3,"undirected"
"see","bath",10,"undirected"
"feel","bath",12,"undirected"
"think","bath",15,"undirected"
"look","bath",12,"undirected"
"mind","bath",5,"undirected"
"see","mortifi",19,"undirected"
"feel","mortifi",26,"undirected"
"think","mortifi",18,"undirected"
"look","mortifi",14,"undirected"
"mind","mortifi",7,"undirected"
"see","occasion",21,"undirected"
"feel","occasion",18,"undirected"
"think","occasion",28,"undirected"
"look","occasion",23,"undirected"
"mind","occasion",6,"undirected"
"see","wife",115,"undirected"
"feel","wife",87,"undirected"
"think","wife",168,"undirected"
"look","wife",75,"undirected"
"mind","wife",40,"undirected"
"see","visitor",23,"undirected"
"feel","visitor",20,"undirected"
"think","visitor",17,"undirected"
"look","visitor",25,"undirected"
"mind","visitor",5,"undirected"
"see","envi",13,"undirected"
"feel","envi",14,"undirected"
"think","envi",17,"undirected"
"look","envi",10,"undirected"
"mind","envi",4,"undirected"
"see","winter",29,"undirected"
"feel","winter",20,"undirected"
"think","winter",24,"undirected"
"look","winter",19,"undirected"
"mind","winter",7,"undirected"
"see","month",49,"undirected"
"feel","month",31,"undirected"
"think","month",46,"undirected"
"look","month",21,"undirected"
"mind","month",15,"undirected"
"see","begin",52,"undirected"
"feel","begin",70,"undirected"
"think","begin",90,"undirected"
"look","begin",53,"undirected"
"mind","begin",16,"undirected"
"see","girl",187,"undirected"
"feel","girl",123,"undirected"
"think","girl",238,"undirected"
"look","girl",134,"undirected"
"mind","girl",52,"undirected"
"see","handsom",54,"undirected"
"feel","handsom",22,"undirected"
"think","handsom",61,"undirected"
"look","handsom",69,"undirected"
"mind","handsom",13,"undirected"
"see","fault",34,"undirected"
"feel","fault",24,"undirected"
"think","fault",55,"undirected"
"look","fault",16,"undirected"
"mind","fault",18,"undirected"
"see","aunt",180,"undirected"
"feel","aunt",131,"undirected"
"think","aunt",195,"undirected"
"look","aunt",156,"undirected"
"mind","aunt",72,"undirected"
"see","uncl",97,"undirected"
"feel","uncl",64,"undirected"
"think","uncl",96,"undirected"
"look","uncl",72,"undirected"
"mind","uncl",13,"undirected"
"see","yes",143,"undirected"
"feel","yes",72,"undirected"
"think","yes",168,"undirected"
"look","yes",139,"undirected"
"mind","yes",36,"undirected"
"see","flush",35,"undirected"
"feel","flush",20,"undirected"
"think","flush",28,"undirected"
"look","flush",50,"undirected"
"mind","flush",8,"undirected"
"see","repress",11,"undirected"
"feel","repress",22,"undirected"
"think","repress",15,"undirected"
"look","repress",12,"undirected"
"mind","repress",6,"undirected"
"see","home",282,"undirected"
"feel","home",191,"undirected"
"think","home",297,"undirected"
"look","home",162,"undirected"
"mind","home",64,"undirected"
"see","daylight",11,"undirected"
"feel","daylight",2,"undirected"
"think","daylight",11,"undirected"
"look","daylight",3,"undirected"
"mind","daylight",5,"undirected"
"see","reproach",35,"undirected"
"feel","reproach",62,"undirected"
"think","reproach",38,"undirected"
"look","reproach",49,"undirected"
"mind","reproach",16,"undirected"
"see","mistress",38,"undirected"
"feel","mistress",26,"undirected"
"think","mistress",40,"undirected"
"look","mistress",30,"undirected"
"mind","mistress",13,"undirected"
"see","persist",20,"undirected"
"feel","persist",9,"undirected"
"think","persist",18,"undirected"
"look","persist",11,"undirected"
"mind","persist",6,"undirected"
"see","grave",74,"undirected"
"feel","grave",34,"undirected"
"think","grave",87,"undirected"
"look","grave",119,"undirected"
"mind","grave",17,"undirected"
"see","pleasant",63,"undirected"
"feel","pleasant",50,"undirected"
"think","pleasant",77,"undirected"
"look","pleasant",63,"undirected"
"mind","pleasant",21,"undirected"
"see","lesson",19,"undirected"
"feel","lesson",12,"undirected"
"think","lesson",27,"undirected"
"look","lesson",16,"undirected"
"mind","lesson",9,"undirected"
"see","introduc",28,"undirected"
"feel","introduc",20,"undirected"
"think","introduc",20,"undirected"
"look","introduc",14,"undirected"
"mind","introduc",6,"undirected"
"see","style",20,"undirected"
"feel","style",17,"undirected"
"think","style",18,"undirected"
"look","style",12,"undirected"
"mind","style",6,"undirected"
"see","ach",24,"undirected"
"feel","ach",19,"undirected"
"think","ach",14,"undirected"
"look","ach",9,"undirected"
"mind","ach",4,"undirected"
"see","bird",20,"undirected"
"feel","bird",14,"undirected"
"think","bird",20,"undirected"
"look","bird",18,"undirected"
"mind","bird",5,"undirected"
"see","sob",41,"undirected"
"feel","sob",29,"undirected"
"think","sob",38,"undirected"
"look","sob",37,"undirected"
"mind","sob",5,"undirected"
"see","spring",45,"undirected"
"feel","spring",27,"undirected"
"think","spring",40,"undirected"
"look","spring",30,"undirected"
"mind","spring",13,"undirected"
"see","danc",71,"undirected"
"feel","danc",43,"undirected"
"think","danc",39,"undirected"
"look","danc",49,"undirected"
"mind","danc",14,"undirected"
"see","crimson",12,"undirected"
"feel","crimson",11,"undirected"
"think","crimson",14,"undirected"
"look","crimson",13,"undirected"
"mind","crimson",3,"undirected"
"see","tire",25,"undirected"
"feel","tire",20,"undirected"
"think","tire",29,"undirected"
"look","tire",41,"undirected"
"mind","tire",7,"undirected"
"see","pillow",26,"undirected"
"feel","pillow",15,"undirected"
"think","pillow",26,"undirected"
"look","pillow",28,"undirected"
"mind","pillow",6,"undirected"
"see","ardent",15,"undirected"
"feel","ardent",23,"undirected"
"think","ardent",15,"undirected"
"look","ardent",14,"undirected"
"mind","ardent",8,"undirected"
"see","knelt",16,"undirected"
"feel","knelt",10,"undirected"
"think","knelt",14,"undirected"
"look","knelt",15,"undirected"
"mind","knelt",3,"undirected"
"see","brilliant",13,"undirected"
"feel","brilliant",12,"undirected"
"think","brilliant",12,"undirected"
"look","brilliant",25,"undirected"
"mind","brilliant",9,"undirected"
"see","complain",13,"undirected"
"feel","complain",7,"undirected"
"think","complain",16,"undirected"
"look","complain",12,"undirected"
"mind","complain",4,"undirected"
"see","finish",40,"undirected"
"feel","finish",34,"undirected"
"think","finish",54,"undirected"
"look","finish",56,"undirected"
"mind","finish",14,"undirected"
"see","temptat",12,"undirected"
"feel","temptat",20,"undirected"
"think","temptat",21,"undirected"
"look","temptat",7,"undirected"
"mind","temptat",2,"undirected"
"see","cherish",9,"undirected"
"feel","cherish",21,"undirected"
"think","cherish",14,"undirected"
"look","cherish",11,"undirected"
"mind","cherish",10,"undirected"
"see","leisur",23,"undirected"
"feel","leisur",14,"undirected"
"think","leisur",18,"undirected"
"look","leisur",16,"undirected"
"mind","leisur",9,"undirected"
"see","flatter",18,"undirected"
"feel","flatter",36,"undirected"
"think","flatter",26,"undirected"
"look","flatter",13,"undirected"
"mind","flatter",7,"undirected"
"see","draw",61,"undirected"
"feel","draw",36,"undirected"
"think","draw",50,"undirected"
"look","draw",70,"undirected"
"mind","draw",14,"undirected"
"see","child",145,"undirected"
"feel","child",114,"undirected"
"think","child",164,"undirected"
"look","child",165,"undirected"
"mind","child",48,"undirected"
"see","assert",11,"undirected"
"feel","assert",20,"undirected"
"think","assert",20,"undirected"
"look","assert",16,"undirected"
"mind","assert",5,"undirected"
"see","librari",18,"undirected"
"feel","librari",12,"undirected"
"think","librari",16,"undirected"
"look","librari",20,"undirected"
"mind","librari",8,"undirected"
"see","neglect",21,"undirected"
"feel","neglect",31,"undirected"
"think","neglect",30,"undirected"
"look","neglect",11,"undirected"
"mind","neglect",12,"undirected"
"see","hide",13,"undirected"
"feel","hide",17,"undirected"
"think","hide",17,"undirected"
"look","hide",17,"undirected"
"mind","hide",7,"undirected"
"see","studi",26,"undirected"
"feel","studi",24,"undirected"
"think","studi",44,"undirected"
"look","studi",35,"undirected"
"mind","studi",18,"undirected"
"see","bell",50,"undirected"
"feel","bell",20,"undirected"
"think","bell",45,"undirected"
"look","bell",35,"undirected"
"mind","bell",10,"undirected"
"see","afternoon",48,"undirected"
"feel","afternoon",20,"undirected"
"think","afternoon",41,"undirected"
"look","afternoon",24,"undirected"
"mind","afternoon",6,"undirected"
"see","defer",10,"undirected"
"feel","defer",15,"undirected"
"think","defer",22,"undirected"
"look","defer",8,"undirected"
"mind","defer",6,"undirected"
"see","lover",40,"undirected"
"feel","lover",50,"undirected"
"think","lover",69,"undirected"
"look","lover",30,"undirected"
"mind","lover",24,"undirected"
"see","bright",77,"undirected"
"feel","bright",49,"undirected"
"think","bright",66,"undirected"
"look","bright",114,"undirected"
"mind","bright",19,"undirected"
"see","vagu",15,"undirected"
"feel","vagu",21,"undirected"
"think","vagu",13,"undirected"
"look","vagu",14,"undirected"
"mind","vagu",19,"undirected"
"see","nurs",21,"undirected"
"feel","nurs",12,"undirected"
"think","nurs",24,"undirected"
"look","nurs",16,"undirected"
"mind","nurs",6,"undirected"
"see","oh",125,"undirected"
"feel","oh",51,"undirected"
"think","oh",132,"undirected"
"look","oh",113,"undirected"
"mind","oh",23,"undirected"
"see","patienc",14,"undirected"
"feel","patienc",11,"undirected"
"think","patienc",17,"undirected"
"look","patienc",6,"undirected"
"mind","patienc",6,"undirected"
"see","bedsid",19,"undirected"
"feel","bedsid",9,"undirected"
"think","bedsid",9,"undirected"
"look","bedsid",16,"undirected"
"mind","bedsid",6,"undirected"
"see","sick",52,"undirected"
"feel","sick",37,"undirected"
"think","sick",52,"undirected"
"look","sick",37,"undirected"
"mind","sick",16,"undirected"
"see","angel",26,"undirected"
"feel","angel",20,"undirected"
"think","angel",26,"undirected"
"look","angel",39,"undirected"
"mind","angel",5,"undirected"
"see","afraid",49,"undirected"
"feel","afraid",48,"undirected"
"think","afraid",57,"undirected"
"look","afraid",47,"undirected"
"mind","afraid",22,"undirected"
"see","vexat",13,"undirected"
"feel","vexat",19,"undirected"
"think","vexat",20,"undirected"
"look","vexat",11,"undirected"
"mind","vexat",6,"undirected"
"see","clasp",27,"undirected"
"feel","clasp",38,"undirected"
"think","clasp",35,"undirected"
"look","clasp",46,"undirected"
"mind","clasp",6,"undirected"
"see","frighten",30,"undirected"
"feel","frighten",9,"undirected"
"think","frighten",21,"undirected"
"look","frighten",34,"undirected"
"mind","frighten",6,"undirected"
"see","tend",9,"undirected"
"feel","tend",8,"undirected"
"think","tend",10,"undirected"
"look","tend",4,"undirected"
"mind","tend",11,"undirected"
"see","dearest",17,"undirected"
"feel","dearest",15,"undirected"
"think","dearest",19,"undirected"
"look","dearest",17,"undirected"
"mind","dearest",10,"undirected"
"see","nice",23,"undirected"
"feel","nice",13,"undirected"
"think","nice",23,"undirected"
"look","nice",30,"undirected"
"mind","nice",6,"undirected"
"see","wrote",25,"undirected"
"feel","wrote",23,"undirected"
"think","wrote",31,"undirected"
"look","wrote",14,"undirected"
"mind","wrote",11,"undirected"
"see","decis",14,"undirected"
"feel","decis",32,"undirected"
"think","decis",30,"undirected"
"look","decis",18,"undirected"
"mind","decis",19,"undirected"
"see","hate",32,"undirected"
"feel","hate",29,"undirected"
"think","hate",37,"undirected"
"look","hate",30,"undirected"
"mind","hate",11,"undirected"
"see","somebodi",20,"undirected"
"feel","somebodi",11,"undirected"
"think","somebodi",20,"undirected"
"look","somebodi",9,"undirected"
"mind","somebodi",2,"undirected"
"see","hid",12,"undirected"
"feel","hid",10,"undirected"
"think","hid",9,"undirected"
"look","hid",6,"undirected"
"mind","hid",2,"undirected"
"see","snatch",15,"undirected"
"feel","snatch",7,"undirected"
"think","snatch",10,"undirected"
"look","snatch",14,"undirected"
"mind","snatch",6,"undirected"
"see","mrs",620,"undirected"
"feel","mrs",397,"undirected"
"think","mrs",595,"undirected"
"look","mrs",438,"undirected"
"mind","mrs",197,"undirected"
"see","pretti",71,"undirected"
"feel","pretti",32,"undirected"
"think","pretti",137,"undirected"
"look","pretti",107,"undirected"
"mind","pretti",20,"undirected"
"see","bonnet",21,"undirected"
"feel","bonnet",14,"undirected"
"think","bonnet",21,"undirected"
"look","bonnet",24,"undirected"
"mind","bonnet",2,"undirected"
"see","improv",40,"undirected"
"feel","improv",20,"undirected"
"think","improv",36,"undirected"
"look","improv",25,"undirected"
"mind","improv",17,"undirected"
"see","sourc",15,"undirected"
"feel","sourc",18,"undirected"
"think","sourc",12,"undirected"
"look","sourc",8,"undirected"
"mind","sourc",13,"undirected"
"see","fold",35,"undirected"
"feel","fold",16,"undirected"
"think","fold",30,"undirected"
"look","fold",32,"undirected"
"mind","fold",7,"undirected"
"see","hurt",31,"undirected"
"feel","hurt",47,"undirected"
"think","hurt",30,"undirected"
"look","hurt",21,"undirected"
"mind","hurt",7,"undirected"
"see","persuas",8,"undirected"
"feel","persuas",5,"undirected"
"think","persuas",10,"undirected"
"look","persuas",8,"undirected"
"mind","persuas",4,"undirected"
"see","tea",31,"undirected"
"feel","tea",21,"undirected"
"think","tea",37,"undirected"
"look","tea",27,"undirected"
"mind","tea",5,"undirected"
"see","angri",38,"undirected"
"feel","angri",39,"undirected"
"think","angri",43,"undirected"
"look","angri",47,"undirected"
"mind","angri",12,"undirected"
"see","silk",15,"undirected"
"feel","silk",5,"undirected"
"think","silk",10,"undirected"
"look","silk",9,"undirected"
"mind","silk",3,"undirected"
"see","cousin",100,"undirected"
"feel","cousin",58,"undirected"
"think","cousin",77,"undirected"
"look","cousin",63,"undirected"
"mind","cousin",23,"undirected"
"see","insist",10,"undirected"
"feel","insist",18,"undirected"
"think","insist",19,"undirected"
"look","insist",15,"undirected"
"mind","insist",3,"undirected"
"see","childhood",13,"undirected"
"feel","childhood",15,"undirected"
"think","childhood",17,"undirected"
"look","childhood",9,"undirected"
"mind","childhood",6,"undirected"
"see","hair",80,"undirected"
"feel","hair",54,"undirected"
"think","hair",75,"undirected"
"look","hair",119,"undirected"
"mind","hair",18,"undirected"
"see","rain",26,"undirected"
"feel","rain",12,"undirected"
"think","rain",19,"undirected"
"look","rain",16,"undirected"
"mind","rain",6,"undirected"
"see","shine",30,"undirected"
"feel","shine",19,"undirected"
"think","shine",17,"undirected"
"look","shine",21,"undirected"
"mind","shine",3,"undirected"
"see","ca",74,"undirected"
"feel","ca",20,"undirected"
"think","ca",81,"undirected"
"look","ca",40,"undirected"
"mind","ca",19,"undirected"
"see","sparkl",12,"undirected"
"feel","sparkl",9,"undirected"
"think","sparkl",11,"undirected"
"look","sparkl",18,"undirected"
"mind","sparkl",6,"undirected"
"see","foolish",18,"undirected"
"feel","foolish",13,"undirected"
"think","foolish",26,"undirected"
"look","foolish",11,"undirected"
"mind","foolish",5,"undirected"
"see","disagre",14,"undirected"
"feel","disagre",21,"undirected"
"think","disagre",25,"undirected"
"look","disagre",11,"undirected"
"mind","disagre",4,"undirected"
"see","dislik",26,"undirected"
"feel","dislik",30,"undirected"
"think","dislik",31,"undirected"
"look","dislik",17,"undirected"
"mind","dislik",11,"undirected"
"see","nervous",18,"undirected"
"feel","nervous",26,"undirected"
"think","nervous",23,"undirected"
"look","nervous",26,"undirected"
"mind","nervous",9,"undirected"
"see","treasur",6,"undirected"
"feel","treasur",12,"undirected"
"think","treasur",14,"undirected"
"look","treasur",6,"undirected"
"mind","treasur",2,"undirected"
"see","caress",21,"undirected"
"feel","caress",20,"undirected"
"think","caress",23,"undirected"
"look","caress",24,"undirected"
"mind","caress",8,"undirected"
"see","ornament",5,"undirected"
"feel","ornament",4,"undirected"
"think","ornament",4,"undirected"
"look","ornament",9,"undirected"
"mind","ornament",2,"undirected"
"see","wed",14,"undirected"
"feel","wed",10,"undirected"
"think","wed",19,"undirected"
"look","wed",3,"undirected"
"mind","wed",6,"undirected"
"see","widow",19,"undirected"
"feel","widow",17,"undirected"
"think","widow",26,"undirected"
"look","widow",12,"undirected"
"mind","widow",8,"undirected"
"see","summer",22,"undirected"
"feel","summer",13,"undirected"
"think","summer",27,"undirected"
"look","summer",21,"undirected"
"mind","summer",8,"undirected"
"see","wrap",16,"undirected"
"feel","wrap",8,"undirected"
"think","wrap",10,"undirected"
"look","wrap",13,"undirected"
"mind","wrap",3,"undirected"
"see","cup",7,"undirected"
"feel","cup",5,"undirected"
"think","cup",14,"undirected"
"look","cup",9,"undirected"
"mind","cup",2,"undirected"
"see","puzzl",10,"undirected"
"feel","puzzl",13,"undirected"
"think","puzzl",12,"undirected"
"look","puzzl",24,"undirected"
"mind","puzzl",8,"undirected"
"see","throb",21,"undirected"
"feel","throb",24,"undirected"
"think","throb",19,"undirected"
"look","throb",9,"undirected"
"mind","throb",3,"undirected"
"see","lap",15,"undirected"
"feel","lap",13,"undirected"
"think","lap",12,"undirected"
"look","lap",19,"undirected"
"mind","lap",1,"undirected"
"see","sofa",20,"undirected"
"feel","sofa",7,"undirected"
"think","sofa",15,"undirected"
"look","sofa",32,"undirected"
"mind","sofa",5,"undirected"
"see","brown",56,"undirected"
"feel","brown",11,"undirected"
"think","brown",41,"undirected"
"look","brown",63,"undirected"
"mind","brown",7,"undirected"
"see","curl",22,"undirected"
"feel","curl",21,"undirected"
"think","curl",35,"undirected"
"look","curl",36,"undirected"
"mind","curl",3,"undirected"
"see","shawl",20,"undirected"
"feel","shawl",7,"undirected"
"think","shawl",14,"undirected"
"look","shawl",26,"undirected"
"mind","shawl",5,"undirected"
"see","spend",8,"undirected"
"feel","spend",13,"undirected"
"think","spend",8,"undirected"
"look","spend",7,"undirected"
"mind","spend",3,"undirected"
"see","kitchen",30,"undirected"
"feel","kitchen",10,"undirected"
"think","kitchen",14,"undirected"
"look","kitchen",30,"undirected"
"mind","kitchen",5,"undirected"
"see","household",8,"undirected"
"feel","household",12,"undirected"
"think","household",17,"undirected"
"look","household",2,"undirected"
"mind","household",2,"undirected"
