"source","target","weight","type"
"see","aim",5,"undirected"
"feel","aim",7,"undirected"
"think","aim",3,"undirected"
"look","aim",5,"undirected"
"mind","aim",3,"undirected"
"see","doctrin",3,"undirected"
"feel","doctrin",3,"undirected"
"think","doctrin",7,"undirected"
"look","doctrin",2,"undirected"
"mind","doctrin",5,"undirected"
"see","heed",19,"undirected"
"feel","heed",4,"undirected"
"think","heed",9,"undirected"
"look","heed",11,"undirected"
"see","reflexion",1,"undirected"
"feel","reflexion",1,"undirected"
"mind","reflexion",1,"undirected"
"see","anew",4,"undirected"
"feel","anew",3,"undirected"
"think","anew",3,"undirected"
"look","anew",3,"undirected"
"feel","friski",1,"undirected"
"feel","undec",2,"undirected"
"think","undec",1,"undirected"
"see","hampshir",1,"undirected"
"feel","hampshir",2,"undirected"
"see","authoris",1,"undirected"
"feel","authoris",3,"undirected"
"think","authoris",3,"undirected"
"see","entangl",2,"undirected"
"feel","entangl",3,"undirected"
"think","entangl",5,"undirected"
"look","entangl",1,"undirected"
"mind","entangl",1,"undirected"
"see","fetter",3,"undirected"
"feel","fetter",1,"undirected"
"think","fetter",1,"undirected"
"look","fetter",1,"undirected"
"mind","fetter",1,"undirected"
"feel","insal",1,"undirected"
"think","insal",1,"undirected"
"feel","divulg",1,"undirected"
"think","divulg",2,"undirected"
"feel","hodd",1,"undirected"
"feel","soother",1,"undirected"
"feel","tommi",1,"undirected"
"look","tommi",2,"undirected"
"see","interfer",4,"undirected"
"feel","interfer",11,"undirected"
"think","interfer",9,"undirected"
"look","interfer",5,"undirected"
"mind","interfer",4,"undirected"
"see","tacit",1,"undirected"
"feel","tacit",3,"undirected"
"think","tacit",3,"undirected"
"look","tacit",2,"undirected"
"feel","ejacul",5,"undirected"
"think","ejacul",5,"undirected"
"look","ejacul",2,"undirected"
"mind","ejacul",1,"undirected"
"see","wrath",3,"undirected"
"feel","wrath",5,"undirected"
"think","wrath",9,"undirected"
"look","wrath",5,"undirected"
"mind","wrath",2,"undirected"
"see","ravag",2,"undirected"
"feel","ravag",1,"undirected"
"think","ravag",3,"undirected"
"mind","ravag",1,"undirected"
"feel","smallpox",1,"undirected"
"think","smallpox",3,"undirected"
"look","smallpox",1,"undirected"
"see","essenti",1,"undirected"
"feel","essenti",7,"undirected"
"think","essenti",5,"undirected"
"look","essenti",1,"undirected"
"mind","essenti",4,"undirected"
"feel","precari",1,"undirected"
"think","precari",1,"undirected"
"mind","precari",1,"undirected"
"see","recognit",7,"undirected"
"feel","recognit",7,"undirected"
"think","recognit",3,"undirected"
"look","recognit",9,"undirected"
"mind","recognit",1,"undirected"
"feel","singlemind",1,"undirected"
"see","suffus",2,"undirected"
"feel","suffus",8,"undirected"
"look","suffus",3,"undirected"
"mind","suffus",1,"undirected"
"see","economi",1,"undirected"
"feel","economi",2,"undirected"
"think","economi",6,"undirected"
"look","economi",2,"undirected"
"mind","economi",2,"undirected"
"see","talent",7,"undirected"
"feel","talent",9,"undirected"
"think","talent",9,"undirected"
"look","talent",2,"undirected"
"mind","talent",4,"undirected"
"see","billet",1,"undirected"
"feel","billet",1,"undirected"
"mind","billet",1,"undirected"
"see","petrifi",3,"undirected"
"feel","petrifi",2,"undirected"
"think","petrifi",2,"undirected"
"look","petrifi",3,"undirected"
"feel","illdispos",1,"undirected"
"think","illdispos",1,"undirected"
"look","illdispos",1,"undirected"
"mind","illdispos",1,"undirected"
"see","precis",3,"undirected"
"feel","precis",7,"undirected"
"think","precis",5,"undirected"
"look","precis",5,"undirected"
"mind","precis",2,"undirected"
"see","class",11,"undirected"
"feel","class",7,"undirected"
"think","class",9,"undirected"
"look","class",5,"undirected"
"mind","class",5,"undirected"
"feel","poignard",1,"undirected"
"feel","brokenheart",3,"undirected"
"think","brokenheart",1,"undirected"
"look","brokenheart",1,"undirected"
"feel","cent",3,"undirected"
"think","cent",2,"undirected"
"look","cent",1,"undirected"
"mind","cent",2,"undirected"
"feel","per",2,"undirected"
"think","per",1,"undirected"
"feel","frailti",1,"undirected"
"mind","frailti",1,"undirected"
"see","implic",1,"undirected"
"feel","implic",4,"undirected"
"think","implic",1,"undirected"
"see","congratulatori",1,"undirected"
"feel","congratulatori",1,"undirected"
"think","congratulatori",1,"undirected"
"look","congratulatori",1,"undirected"
"see","distast",4,"undirected"
"feel","distast",3,"undirected"
"think","distast",2,"undirected"
"look","distast",2,"undirected"
"mind","distast",1,"undirected"
"feel","unbrib",1,"undirected"
"see","compulsatori",1,"undirected"
"feel","compulsatori",1,"undirected"
"see","waken",6,"undirected"
"feel","waken",7,"undirected"
"think","waken",4,"undirected"
"look","waken",7,"undirected"
"mind","waken",1,"undirected"
"feel","inanit",1,"undirected"
"see","moisten",3,"undirected"
"feel","moisten",3,"undirected"
"look","moisten",2,"undirected"
"see","unchang",8,"undirected"
"feel","unchang",4,"undirected"
"think","unchang",3,"undirected"
"look","unchang",3,"undirected"
"mind","unchang",2,"undirected"
"see","dull",13,"undirected"
"feel","dull",22,"undirected"
"think","dull",22,"undirected"
"look","dull",14,"undirected"
"mind","dull",6,"undirected"
"see","peach",1,"undirected"
"feel","peach",1,"undirected"
"think","peach",3,"undirected"
"mind","peach",1,"undirected"
"see","chicken",3,"undirected"
"feel","chicken",1,"undirected"
"think","chicken",2,"undirected"
"look","chicken",2,"undirected"
"see","disrespect",2,"undirected"
"feel","disrespect",2,"undirected"
"think","disrespect",4,"undirected"
"mind","disrespect",1,"undirected"
"see","oldest",1,"undirected"
"feel","oldest",1,"undirected"
"think","oldest",3,"undirected"
"look","oldest",1,"undirected"
"see","twill",2,"undirected"
"feel","twill",1,"undirected"
"think","twill",1,"undirected"
"look","twill",1,"undirected"
"see","hick",1,"undirected"
"feel","hick",1,"undirected"
"think","hick",5,"undirected"
"look","hick",3,"undirected"
"mind","hick",1,"undirected"
"see","joke",11,"undirected"
"feel","joke",4,"undirected"
"think","joke",10,"undirected"
"look","joke",7,"undirected"
"mind","joke",1,"undirected"
"see","tom",69,"undirected"
"feel","tom",54,"undirected"
"think","tom",96,"undirected"
"look","tom",76,"undirected"
"mind","tom",32,"undirected"
"feel","gait",1,"undirected"
"think","gait",1,"undirected"
"look","gait",2,"undirected"
"see","hitch",1,"undirected"
"think","hitch",1,"undirected"
"look","hitch",1,"undirected"
"think","beginn",1,"undirected"
"look","beginn",1,"undirected"
"see","goe",12,"undirected"
"feel","goe",3,"undirected"
"think","goe",19,"undirected"
"look","goe",6,"undirected"
"mind","goe",3,"undirected"
"feel","insuffici",6,"undirected"
"think","insuffici",5,"undirected"
"look","insuffici",1,"undirected"
"mind","insuffici",1,"undirected"
"see","probat",1,"undirected"
"think","probat",3,"undirected"
"see","individu",3,"undirected"
"feel","individu",5,"undirected"
"think","individu",9,"undirected"
"look","individu",5,"undirected"
"mind","individu",4,"undirected"
"see","joint",3,"undirected"
"feel","joint",1,"undirected"
"think","joint",3,"undirected"
"look","joint",1,"undirected"
"think","cloath",2,"undirected"
"think","eman",2,"undirected"
"look","eman",1,"undirected"
"mind","eman",1,"undirected"
"feel","fuller",2,"undirected"
"think","fuller",3,"undirected"
"look","fuller",8,"undirected"
"see","shield",7,"undirected"
"feel","shield",5,"undirected"
"think","shield",9,"undirected"
"look","shield",2,"undirected"
"mind","shield",1,"undirected"
"think","withstood",2,"undirected"
"mind","withstood",1,"undirected"
"see","backward",10,"undirected"
"feel","backward",7,"undirected"
"think","backward",11,"undirected"
"look","backward",15,"undirected"
"mind","backward",4,"undirected"
"see","nowaday",2,"undirected"
"think","nowaday",3,"undirected"
"look","nowaday",1,"undirected"
"mind","nowaday",1,"undirected"
"see","dislik",26,"undirected"
"feel","dislik",30,"undirected"
"think","dislik",31,"undirected"
"look","dislik",17,"undirected"
"mind","dislik",11,"undirected"
"see","unauthor",1,"undirected"
"think","unauthor",2,"undirected"
"look","unauthor",1,"undirected"
"see","constru",2,"undirected"
"feel","constru",1,"undirected"
"think","constru",4,"undirected"
"look","constru",3,"undirected"
"see","bouquet",5,"undirected"
"feel","bouquet",2,"undirected"
"think","bouquet",7,"undirected"
"look","bouquet",8,"undirected"
"see","cake",3,"undirected"
"feel","cake",1,"undirected"
"think","cake",2,"undirected"
"look","cake",6,"undirected"
"mind","cake",3,"undirected"
"feel","simper",1,"undirected"
"think","simper",1,"undirected"
"look","simper",1,"undirected"
"think","rentrol",1,"undirected"
"see","idiot",1,"undirected"
"think","idiot",4,"undirected"
"look","idiot",6,"undirected"
"mind","idiot",1,"undirected"
"see","cope",2,"undirected"
"feel","cope",2,"undirected"
"think","cope",2,"undirected"
"look","cope",1,"undirected"
"mind","cope",2,"undirected"
"think","perplext",1,"undirected"
"think","neverfail",1,"undirected"
"see","earring",1,"undirected"
"feel","earring",2,"undirected"
"think","earring",2,"undirected"
"look","earring",2,"undirected"
"mind","earring",1,"undirected"
"see","liveri",2,"undirected"
"think","liveri",3,"undirected"
"look","liveri",6,"undirected"
"see","price",9,"undirected"
"feel","price",7,"undirected"
"think","price",18,"undirected"
"look","price",5,"undirected"
"mind","price",4,"undirected"
"think","preliminari",2,"undirected"
"look","preliminari",2,"undirected"
"mind","preliminari",1,"undirected"
"see","adroit",2,"undirected"
"feel","adroit",1,"undirected"
"think","adroit",4,"undirected"
"look","adroit",5,"undirected"
"mind","adroit",1,"undirected"
"see","contrit",2,"undirected"
"feel","contrit",2,"undirected"
"think","contrit",1,"undirected"
"look","contrit",3,"undirected"
"mind","contrit",1,"undirected"
"see","bite",3,"undirected"
"feel","bite",1,"undirected"
"think","bite",4,"undirected"
"look","bite",5,"undirected"
"see","freak",1,"undirected"
"think","freak",1,"undirected"
"look","freak",2,"undirected"
"mind","freak",1,"undirected"
"see","demeanor",4,"undirected"
"feel","demeanor",4,"undirected"
"think","demeanor",6,"undirected"
"look","demeanor",1,"undirected"
"mind","demeanor",1,"undirected"
"see","folk",14,"undirected"
"feel","folk",5,"undirected"
"think","folk",21,"undirected"
"look","folk",7,"undirected"
"mind","folk",4,"undirected"
"see","holiday",3,"undirected"
"feel","holiday",1,"undirected"
"think","holiday",4,"undirected"
"look","holiday",2,"undirected"
"mind","holiday",1,"undirected"
"see","metaphor",1,"undirected"
"think","metaphor",2,"undirected"
"see","disapprob",5,"undirected"
"feel","disapprob",3,"undirected"
"think","disapprob",4,"undirected"
"look","disapprob",2,"undirected"
"mind","disapprob",1,"undirected"
"think","hal",1,"undirected"
"see","regal",2,"undirected"
"feel","regal",2,"undirected"
"think","regal",4,"undirected"
"look","regal",2,"undirected"
"think","empress",1,"undirected"
"see","wo",46,"undirected"
"feel","wo",15,"undirected"
"think","wo",40,"undirected"
"look","wo",21,"undirected"
"mind","wo",10,"undirected"
"see","bred",1,"undirected"
"think","bred",6,"undirected"
"look","bred",2,"undirected"
"mind","bred",2,"undirected"
"see","semblanc",4,"undirected"
"feel","semblanc",2,"undirected"
"think","semblanc",4,"undirected"
"look","semblanc",2,"undirected"
"see","articl",11,"undirected"
"feel","articl",10,"undirected"
"think","articl",12,"undirected"
"look","articl",8,"undirected"
"mind","articl",6,"undirected"
"think","cash",1,"undirected"
"feel","indispens",3,"undirected"
"think","indispens",5,"undirected"
"look","indispens",1,"undirected"
"feel","payment",1,"undirected"
"think","payment",2,"undirected"
"mind","payment",1,"undirected"
"think","galley",2,"undirected"
"think","lissin",1,"undirected"
"look","lissin",1,"undirected"
"see","moder",2,"undirected"
"feel","moder",3,"undirected"
"think","moder",4,"undirected"
"look","moder",3,"undirected"
"mind","moder",1,"undirected"
"feel","praiseworthi",1,"undirected"
"think","praiseworthi",1,"undirected"
"feel","transfus",2,"undirected"
"think","transfus",1,"undirected"
"mind","transfus",1,"undirected"
"think","sovain",2,"undirected"
"think","bagshot",1,"undirected"
"see","nervous",18,"undirected"
"feel","nervous",26,"undirected"
"think","nervous",23,"undirected"
"look","nervous",26,"undirected"
"mind","nervous",9,"undirected"
"see","pallid",2,"undirected"
"feel","pallid",3,"undirected"
"think","pallid",1,"undirected"
"look","pallid",7,"undirected"
"see","shaken",4,"undirected"
"feel","shaken",7,"undirected"
"think","shaken",9,"undirected"
"look","shaken",8,"undirected"
"mind","shaken",2,"undirected"
"see","patronag",1,"undirected"
"think","patronag",2,"undirected"
"mind","patronag",2,"undirected"
"think","uninfect",1,"undirected"
"see","jump",9,"undirected"
"feel","jump",8,"undirected"
"think","jump",3,"undirected"
"look","jump",12,"undirected"
"see","exclus",5,"undirected"
"feel","exclus",6,"undirected"
"think","exclus",8,"undirected"
"look","exclus",4,"undirected"
"mind","exclus",7,"undirected"
"feel","retriev",3,"undirected"
"think","retriev",3,"undirected"
"mind","retriev",3,"undirected"
"see","studious",1,"undirected"
"feel","studious",1,"undirected"
"think","studious",4,"undirected"
"look","studious",2,"undirected"
"mind","studious",2,"undirected"
"think","unsoci",1,"undirected"
"see","due",12,"undirected"
"feel","due",17,"undirected"
"think","due",18,"undirected"
"look","due",11,"undirected"
"mind","due",5,"undirected"
"see","admiss",2,"undirected"
"feel","admiss",1,"undirected"
"think","admiss",2,"undirected"
"look","admiss",1,"undirected"
"see","forgiven",3,"undirected"
"feel","forgiven",4,"undirected"
"think","forgiven",8,"undirected"
"look","forgiven",4,"undirected"
"mind","forgiven",1,"undirected"
"see","overtak",5,"undirected"
"feel","overtak",2,"undirected"
"think","overtak",4,"undirected"
"look","overtak",3,"undirected"
"see","undeserv",1,"undirected"
"feel","undeserv",2,"undirected"
"think","undeserv",2,"undirected"
"mind","undeserv",2,"undirected"
"see","genial",4,"undirected"
"feel","genial",5,"undirected"
"think","genial",1,"undirected"
"look","genial",3,"undirected"
"mind","genial",1,"undirected"
"think","inborn",1,"undirected"
"see","inmat",3,"undirected"
"feel","inmat",8,"undirected"
"think","inmat",10,"undirected"
"look","inmat",1,"undirected"
"mind","inmat",2,"undirected"
"think","aliment",3,"undirected"
"see","undistinguish",1,"undirected"
"feel","undistinguish",1,"undirected"
"think","undistinguish",1,"undirected"
"think","circumspect",1,"undirected"
"feel","inexperienc",2,"undirected"
"think","inexperienc",4,"undirected"
"look","inexperienc",4,"undirected"
"mind","inexperienc",4,"undirected"
"see","amiss",1,"undirected"
"feel","amiss",1,"undirected"
"think","amiss",8,"undirected"
"look","amiss",3,"undirected"
"feel","actuat",3,"undirected"
"think","actuat",5,"undirected"
"look","actuat",1,"undirected"
"mind","actuat",2,"undirected"
"see","disclaim",2,"undirected"
"feel","disclaim",2,"undirected"
"think","disclaim",4,"undirected"
"look","disclaim",1,"undirected"
"mind","disclaim",2,"undirected"
"feel","fairest",1,"undirected"
"think","fairest",5,"undirected"
"look","fairest",2,"undirected"
"see","coachman",5,"undirected"
"feel","coachman",2,"undirected"
"think","coachman",9,"undirected"
"look","coachman",7,"undirected"
"mind","coachman",2,"undirected"
"see","comprehens",6,"undirected"
"feel","comprehens",3,"undirected"
"think","comprehens",5,"undirected"
"look","comprehens",7,"undirected"
"mind","comprehens",1,"undirected"
"see","drama",1,"undirected"
"think","drama",1,"undirected"
"look","drama",2,"undirected"
"mind","drama",2,"undirected"
"see","ludicr",2,"undirected"
"feel","ludicr",3,"undirected"
"think","ludicr",4,"undirected"
"look","ludicr",4,"undirected"
"mind","ludicr",1,"undirected"
"feel","assign",2,"undirected"
"think","assign",2,"undirected"
"look","assign",2,"undirected"
"mind","assign",2,"undirected"
"think","bason",1,"undirected"
"think","benefici",3,"undirected"
"look","benefici",1,"undirected"
"mind","benefici",1,"undirected"
"feel","eventu",2,"undirected"
"think","eventu",6,"undirected"
"look","eventu",1,"undirected"
"mind","eventu",1,"undirected"
"think","unsought",2,"undirected"
"mind","unsought",1,"undirected"
"see","vexati",1,"undirected"
"feel","vexati",2,"undirected"
"think","vexati",2,"undirected"
"mind","vexati",2,"undirected"
"see","millin",3,"undirected"
"feel","millin",3,"undirected"
"think","millin",2,"undirected"
"look","millin",2,"undirected"
"see","piqu",4,"undirected"
"feel","piqu",10,"undirected"
"think","piqu",15,"undirected"
"look","piqu",6,"undirected"
"mind","piqu",2,"undirected"
"think","unkown",1,"undirected"
"see","devis",4,"undirected"
"feel","devis",2,"undirected"
"think","devis",8,"undirected"
"look","devis",2,"undirected"
"mind","devis",4,"undirected"
"see","treasur",6,"undirected"
"feel","treasur",12,"undirected"
"think","treasur",14,"undirected"
"look","treasur",6,"undirected"
"mind","treasur",2,"undirected"
"think","unequal",1,"undirected"
"see","rencount",1,"undirected"
"think","rencount",1,"undirected"
"think","annot",1,"undirected"
"see","akimbo",1,"undirected"
"think","akimbo",1,"undirected"
"look","akimbo",1,"undirected"
"see","cane",1,"undirected"
"feel","cane",1,"undirected"
"think","cane",2,"undirected"
"look","cane",3,"undirected"
"see","stick",5,"undirected"
"feel","stick",3,"undirected"
"think","stick",12,"undirected"
"look","stick",8,"undirected"
"see","flexibl",3,"undirected"
"think","flexibl",2,"undirected"
"see","renov",2,"undirected"
"feel","renov",1,"undirected"
"think","renov",2,"undirected"
"look","renov",2,"undirected"
"mind","renov",1,"undirected"
"think","booth",1,"undirected"
"mind","booth",1,"undirected"
"see","beech",2,"undirected"
"feel","beech",1,"undirected"
"think","beech",3,"undirected"
"look","beech",1,"undirected"
"mind","beech",3,"undirected"
"see","monopol",1,"undirected"
"think","monopol",3,"undirected"
"look","monopol",1,"undirected"
"mind","monopol",2,"undirected"
"see","tour",4,"undirected"
"feel","tour",3,"undirected"
"think","tour",6,"undirected"
"look","tour",2,"undirected"
"mind","tour",2,"undirected"
"think","unnecessarili",2,"undirected"
"mind","unnecessarili",2,"undirected"
"think","tèteâtèt",1,"undirected"
"see","unfavor",1,"undirected"
"feel","unfavor",1,"undirected"
"think","unfavor",3,"undirected"
"mind","unfavor",2,"undirected"
"see","packag",1,"undirected"
"think","packag",3,"undirected"
"look","packag",3,"undirected"
"see","rid",6,"undirected"
"feel","rid",6,"undirected"
"think","rid",9,"undirected"
"look","rid",2,"undirected"
"mind","rid",4,"undirected"
"think","shoemak",3,"undirected"
"think","skipt",1,"undirected"
"think","goad",5,"undirected"
"look","goad",1,"undirected"
"think","beechpark",1,"undirected"
"feel","trifler",2,"undirected"
"think","trifler",1,"undirected"
"think","unmean",1,"undirected"
"mind","unmean",1,"undirected"
"see","detail",18,"undirected"
"feel","detail",15,"undirected"
"think","detail",16,"undirected"
"look","detail",2,"undirected"
"mind","detail",5,"undirected"
"see","unfold",5,"undirected"
"feel","unfold",6,"undirected"
"think","unfold",9,"undirected"
"look","unfold",4,"undirected"
"mind","unfold",5,"undirected"
"see","creat",3,"undirected"
"feel","creat",9,"undirected"
"think","creat",8,"undirected"
"look","creat",1,"undirected"
"mind","creat",5,"undirected"
"see","feed",6,"undirected"
"feel","feed",2,"undirected"
"think","feed",7,"undirected"
"look","feed",3,"undirected"
"mind","feed",1,"undirected"
"think","circumlocut",1,"undirected"
"think","unqualifi",2,"undirected"
"mind","unqualifi",1,"undirected"
"see","enigma",2,"undirected"
"feel","enigma",1,"undirected"
"think","enigma",3,"undirected"
"mind","enigma",1,"undirected"
"see","solv",2,"undirected"
"feel","solv",1,"undirected"
"think","solv",4,"undirected"
"look","solv",2,"undirected"
"mind","solv",3,"undirected"
"see","inabl",2,"undirected"
"feel","inabl",4,"undirected"
"think","inabl",2,"undirected"
"look","inabl",3,"undirected"
"think","secess",1,"undirected"
"see","affianc",1,"undirected"
"feel","affianc",1,"undirected"
"think","affianc",4,"undirected"
"look","affianc",3,"undirected"
"feel","challeng",3,"undirected"
"think","challeng",2,"undirected"
"look","challeng",1,"undirected"
"see","duel",1,"undirected"
"think","duel",1,"undirected"
"look","duel",1,"undirected"
"think","incipi",3,"undirected"
"look","incipi",1,"undirected"
"see","heartless",3,"undirected"
"feel","heartless",2,"undirected"
"think","heartless",10,"undirected"
"look","heartless",1,"undirected"
"see","pledg",4,"undirected"
"feel","pledg",4,"undirected"
"think","pledg",3,"undirected"
"look","pledg",3,"undirected"
"mind","pledg",3,"undirected"
"see","chastis",1,"undirected"
"think","chastis",1,"undirected"
"think","detractor",1,"undirected"
"feel","calumni",1,"undirected"
"think","calumni",2,"undirected"
"mind","calumni",1,"undirected"
"see","provoc",3,"undirected"
"feel","provoc",1,"undirected"
"think","provoc",1,"undirected"
"look","provoc",1,"undirected"
"mind","provoc",1,"undirected"
"think","brightey",1,"undirected"
"feel","extasi",1,"undirected"
"think","extasi",1,"undirected"
"see","driven",7,"undirected"
"feel","driven",6,"undirected"
"think","driven",15,"undirected"
"look","driven",5,"undirected"
"mind","driven",9,"undirected"
"feel","junction",1,"undirected"
"think","junction",1,"undirected"
"think","reunit",1,"undirected"
"see","strongest",2,"undirected"
"feel","strongest",12,"undirected"
"think","strongest",10,"undirected"
"look","strongest",3,"undirected"
"mind","strongest",4,"undirected"
"see","knit",5,"undirected"
"feel","knit",5,"undirected"
"think","knit",3,"undirected"
"look","knit",7,"undirected"
"mind","knit",1,"undirected"
"think","innoxi",1,"undirected"
"think","sieg",1,"undirected"
"see","irksom",1,"undirected"
"feel","irksom",2,"undirected"
"think","irksom",2,"undirected"
"mind","irksom",2,"undirected"
"feel","maker",1,"undirected"
"think","maker",2,"undirected"
"mind","maker",1,"undirected"
"see","liveli",3,"undirected"
"feel","liveli",5,"undirected"
"think","liveli",4,"undirected"
"look","liveli",1,"undirected"
"mind","liveli",1,"undirected"
"see","win",14,"undirected"
"feel","win",16,"undirected"
"think","win",28,"undirected"
"look","win",13,"undirected"
"mind","win",6,"undirected"
"see","docil",3,"undirected"
"think","docil",2,"undirected"
"look","docil",1,"undirected"
"mind","docil",1,"undirected"
"think","rigor",3,"undirected"
"look","rigor",1,"undirected"
"think","yacht",1,"undirected"
"feel","conduc",3,"undirected"
"think","conduc",4,"undirected"
"mind","conduc",2,"undirected"
"think","consolatori",3,"undirected"
"mind","consolatori",2,"undirected"
"see","prematur",3,"undirected"
"feel","prematur",5,"undirected"
"think","prematur",6,"undirected"
"look","prematur",2,"undirected"
"mind","prematur",3,"undirected"
"feel","unremit",3,"undirected"
"think","unremit",1,"undirected"
"mind","unremit",2,"undirected"
"see","caress",21,"undirected"
"feel","caress",20,"undirected"
"think","caress",23,"undirected"
"look","caress",24,"undirected"
"mind","caress",8,"undirected"
"see","heal",1,"undirected"
"feel","heal",6,"undirected"
"think","heal",5,"undirected"
"look","heal",3,"undirected"
"mind","heal",2,"undirected"
"see","five",19,"undirected"
"feel","five",13,"undirected"
"think","five",26,"undirected"
"look","five",17,"undirected"
"mind","five",6,"undirected"
"see","hebrid",1,"undirected"
"think","hebrid",1,"undirected"
"see","inward",17,"undirected"
"feel","inward",29,"undirected"
"think","inward",23,"undirected"
"look","inward",12,"undirected"
"mind","inward",6,"undirected"
"see","vibrat",1,"undirected"
"feel","vibrat",7,"undirected"
"think","vibrat",2,"undirected"
"look","vibrat",1,"undirected"
"mind","vibrat",1,"undirected"
"see","intercess",1,"undirected"
"think","intercess",3,"undirected"
"look","intercess",2,"undirected"
"think","heaveninflict",1,"undirected"
"think","repeal",1,"undirected"
"think","villaini",1,"undirected"
"see","seizur",1,"undirected"
"think","seizur",1,"undirected"
"mind","seizur",1,"undirected"
"think","desi",1,"undirected"
"see","chide",1,"undirected"
"feel","chide",1,"undirected"
"think","chide",9,"undirected"
"look","chide",4,"undirected"
"mind","chide",1,"undirected"
"think","postillion",1,"undirected"
"think","undemand",1,"undirected"
"think","unforgiven",1,"undirected"
"think","illtreat",1,"undirected"
"think","maidserv",1,"undirected"
"look","maidserv",1,"undirected"
"mind","maidserv",1,"undirected"
"see","unus",1,"undirected"
"feel","unus",3,"undirected"
"think","unus",5,"undirected"
"see","unfix",1,"undirected"
"think","unfix",1,"undirected"
"mind","unfix",1,"undirected"
"think","repositori",2,"undirected"
"see","blest",1,"undirected"
"feel","blest",4,"undirected"
"think","blest",2,"undirected"
"look","blest",1,"undirected"
"think","nondeliver",1,"undirected"
"feel","unacknowledg",1,"undirected"
"think","unacknowledg",2,"undirected"
"look","unacknowledg",1,"undirected"
"think","untold",2,"undirected"
"look","untold",1,"undirected"
"see","aton",5,"undirected"
"feel","aton",6,"undirected"
"think","aton",5,"undirected"
"look","aton",2,"undirected"
"mind","aton",2,"undirected"
"see","comic",2,"undirected"
"feel","comic",2,"undirected"
"think","comic",2,"undirected"
"look","comic",5,"undirected"
"think","sharper",2,"undirected"
"look","sharper",3,"undirected"
"mind","sharper",1,"undirected"
"feel","rigour",2,"undirected"
"look","rigour",1,"undirected"
"see","skip",1,"undirected"
"feel","skip",1,"undirected"
"think","skip",1,"undirected"
"look","skip",2,"undirected"
"mind","skip",1,"undirected"
"see","monster",2,"undirected"
"think","monster",2,"undirected"
"look","monster",5,"undirected"
"see","wick",12,"undirected"
"feel","wick",8,"undirected"
"think","wick",24,"undirected"
"look","wick",14,"undirected"
"mind","wick",1,"undirected"
"see","smote",3,"undirected"
"feel","smote",2,"undirected"
"think","smote",9,"undirected"
"look","smote",4,"undirected"
"see","heartstr",2,"undirected"
"look","heartstr",1,"undirected"
"look","usag",1,"undirected"
"see","eclips",1,"undirected"
"think","eclips",1,"undirected"
"look","eclips",1,"undirected"
"feel","foil",1,"undirected"
"think","foil",2,"undirected"
"look","foil",2,"undirected"
"mind","foil",1,"undirected"
"see","gaili",6,"undirected"
"feel","gaili",3,"undirected"
"think","gaili",5,"undirected"
"look","gaili",7,"undirected"
"see","debat",3,"undirected"
"feel","debat",1,"undirected"
"think","debat",4,"undirected"
"look","debat",6,"undirected"
"mind","debat",1,"undirected"
"see","vacanc",1,"undirected"
"feel","vacanc",1,"undirected"
"think","vacanc",2,"undirected"
"look","vacanc",5,"undirected"
"mind","vacanc",3,"undirected"
"see","affront",3,"undirected"
"feel","affront",3,"undirected"
"think","affront",2,"undirected"
"look","affront",2,"undirected"
"mind","affront",3,"undirected"
"look","inimit",1,"undirected"
"feel","adjur",1,"undirected"
"think","adjur",1,"undirected"
"look","adjur",3,"undirected"
"look","brannew",1,"undirected"
"see","ornament",5,"undirected"
"feel","ornament",4,"undirected"
"think","ornament",4,"undirected"
"look","ornament",9,"undirected"
"mind","ornament",2,"undirected"
"look","selfvan",1,"undirected"
"look","statuari",1,"undirected"
"look","curtfi",1,"undirected"
"see","nimbl",1,"undirected"
"think","nimbl",1,"undirected"
"look","nimbl",1,"undirected"
"mind","nimbl",1,"undirected"
"see","ay",4,"undirected"
"feel","ay",3,"undirected"
"think","ay",6,"undirected"
"look","ay",8,"undirected"
"mind","ay",1,"undirected"
"look","redress",1,"undirected"
"see","abash",4,"undirected"
"feel","abash",7,"undirected"
"think","abash",3,"undirected"
"look","abash",7,"undirected"
"mind","abash",2,"undirected"
"look","jog",1,"undirected"
"look","thomson",1,"undirected"
"mind","thomson",1,"undirected"
"see","smaller",2,"undirected"
"feel","smaller",2,"undirected"
"look","smaller",2,"undirected"
"see","pompous",1,"undirected"
"look","pompous",1,"undirected"
"look","fcarc",1,"undirected"
"look","haftili",2,"undirected"
"see","unobtrus",1,"undirected"
"feel","unobtrus",2,"undirected"
"look","unobtrus",4,"undirected"
"mind","unobtrus",2,"undirected"
"look","wonderstruck",3,"undirected"
"think","dinnerbel",1,"undirected"
"look","dinnerbel",1,"undirected"
"look","needham",1,"undirected"
"see","summerhous",3,"undirected"
"think","summerhous",4,"undirected"
"look","summerhous",2,"undirected"
"look","symmetri",2,"undirected"
"see","ado",1,"undirected"
"look","ado",3,"undirected"
"see","mechan",9,"undirected"
"feel","mechan",6,"undirected"
"think","mechan",5,"undirected"
"look","mechan",10,"undirected"
"mind","mechan",1,"undirected"
"see","chess",1,"undirected"
"look","chess",1,"undirected"
"mind","chess",1,"undirected"
"look","unmortifi",1,"undirected"
"see","quixot",1,"undirected"
"think","quixot",1,"undirected"
"look","quixot",2,"undirected"
"mind","quixot",1,"undirected"
"see","uneasili",1,"undirected"
