word.count,avg.ttr,sd.ttr,FILENAME,LIBRARIES,TITLE,AUTH_LAST,AUTH_FIRST,AUTH_ID,PUBL_CITY,PUBLISHER,PUBL_DATE,Label
53961,0.41285,0.0310640833,00003487.txt,81,The butterfly house,Freeman,Mary Eleanor Wilkins,A_01254,New York,"""Dodd, Mead & Co.""",1912,
138831,0.46124,0.0238400054,00003884.txt,80,The story of Julia Page,Norris,Kathleen Thompson,A_02567,Garden City/N.Y.,"""Doubleday, Page & Co.""",1915,
40133,0.42358,0.0362483521,00001978.txt,58,The bread line,Paine,Albert Bigelow,A_02634,New York,Century Co.,1900,
66646,0.42955,0.0321575588,00000959.txt,56,Duffels,Eggleston,Edward,A_01062,New York,D. Appleton & Co.,1893,
91982,0.45742,0.0315972701,00001043.txt,114,A journey in other worlds,Astor,John Jacob,A_00097,New York,D. Appleton & Co.,1894,
94038,0.45178,0.0233833144,00011114.txt,15,The red Redmaynes,Phillpotts,Eden,A_02739,London,Hutchinson & Co.,1923,
74056,0.43089,0.0267641759,00002751.txt,36,Shorty McCabe,Ford,Sewell,A_01220,New York,Mitchell Kennerley,1906,
69227,0.45454,0.021805578,00011109.txt,25,The voice from the void,Le Queux,William,A_02014,New York,Macaulay Co.,1923,
73520,0.44557,0.0302695817,00003885.txt,37,Thirty,O'Brien,Howard Vincent,A_02581,New York,"""Dodd, Mead & Co.""",1915,
118211,0.43476,0.0251818116,00001937.txt,369,To have and to hold,Johnston,Mary,A_01828,Boston/Mass./Cambridge,Houghton Mifflin Co.,1900,
53511,0.43567,0.0454743917,00002489.txt,131,My friend Prospero,Harland,Henry,A_01547,New York,"""McClure, Phillips & Co.""",1904,
47007,0.4551,0.0281846365,00010281.txt,81,Arrogant beggar,Yezierska,Anzia,A_03738,Garden City/N.Y.,"""Doubleday, Page & Co.""",1927,
56611,0.41172,0.0378660798,00011165.txt,87,Styrbiorn the Strong,Eddison,Eric Rucker,A_01052,New York,A. & C. Boni,1926,
117651,0.47494,0.0378644099,00003208.txt,114,Ailsa Paige,Chambers,Robert W.,A_00604,New York/London,D. Appleton & Co.,1910,
164335,0.40679,0.0231391465,00002076.txt,323,The portion of labor,Freeman,Mary Eleanor Wilkins,A_01254,New York,Harper & Bros.,1901,
82934,0.44692,0.0262146077,00002927.txt,35,Beatrix of Clare,Scott,John Reed,A_03068,Philadelphia/London,"""ondon, J.B. Lippincott Co.ndon, J.B. Lippincott Co.""",1907,
164561,0.41724,0.0240782059,00004764.txt,3,A Hazard of New Fortunes,Howells,William Dean,A_01716,New York,Harper & Bros,1890,
106132,0.41381,0.0278700792,00002148.txt,60,That girl Montana,Ryan,Marah Ellis,A_03000,Chicago,"""Rand, McNally""",1901,
58239,0.46658,0.0159095804,00011220.txt,13,The human chord,Blackwood,Algernon,A_00299,London,Macmillan Co.,1928,
124662,0.44874,0.026734618,00000205.txt,86,His sombre rivals,Roe,Edward Payson,A_02950,New York,"""Dodd, Mead & Co.""",1883,
65395,0.46396,0.0333923478,00004160.txt,74,The promise of air,Blackwood,Algernon,A_00299,New York,E.P. Dutton,1918,
67874,0.40559,0.020298328,00004062.txt,90,Baree: son of Kazan,Curwood,James Oliver,A_00821,Garden City/N.Y.,"""Doubleday, Page & Co.""",1917,
81479,0.42227,0.0242323996,00011143.txt,19,Inspector French's greatest case,Crofts,Freeman Wills,A_00792,New York,T. Seltzer,1925,
56281,0.45686,0.0230681993,00011134.txt,40,The treasures of Typhon,Phillpotts,Eden,A_02739,London,G. Richards,1924,
62900,0.49336,0.0240401684,00002942.txt,69,The brass bowl,Vance,Louis Joseph,A_03463,Indianapolis,Bobbs-Merrill Co.,1907,
89873,0.40881,0.0295384341,00003935.txt,63,The hunted woman,Curwood,James Oliver,A_00821,New York,Grosset & Dunlap,1916,
66404,0.43919,0.0233773157,00003170.txt,92,The man in lower ten,Rinehart,Mary Roberts,A_02912,New York,Review of Reviews,1909,
46094,0.42122,0.0241077464,00004639.txt,27,The boy ranchers among the Indians,Baker,Willard F,A_00132,New York,Cupples & Leon Co.,1922,
76115,0.47517,0.0285957739,00011186.txt,14,The snake and the sword,Wren,Percival Christopher,A_03718,New York,Grosset & Dunlap,1926,
112948,0.43198,0.0345534223,00004500.txt,31,Fairfax and his pride,Van Vorst,Marie,A_03459,Boston,"""Small, Maynard & Co.""",1920,
111939,0.45393,0.0209926659,00004698.txt,108,Cappy Ricks retires,Kyne,Peter B.,A_01969,New York,Cosmopolitan Book Corp.,1922,
69825,0.41523,0.0383347444,00000614.txt,158,Three men in a boat,Jerome,Jerome K.,A_01803,Bristol,J.W. Arrowsmith,1889,
35314,0.43337,0.0222495738,00001530.txt,56,Ghosts I have met and some others,Bangs,John Kendrick,A_00148,New York/London,Harper & Bros.,1898,
106755,0.42449,0.0276688553,00011261.txt,30,A silent witness,Freeman,R. Austin,A_01255,New York,"""Dodd, Mead & Co.""",1929,
117084,0.44731,0.0246329397,00000053.txt,73,Rodman the keeper,Woolson,Constance Fenimore,A_03713,New York,D. Appleton & Co.,1880,
39707,0.38099,0.0300617193,00002833.txt,42,Susan Clegg and her neighbors' affairs,Warner,Anne,A_03519,Boston,"""Little, Brown, & Co.""",1906,
121966,0.44847,0.0279998034,00002991.txt,423,The ancient law,Glasgow,Ellen Anderson Gholson,A_01372,New York,"""Doubleday, Page & Co.""",1908,
74929,0.41443,0.0269864369,00011257.txt,18,The case with nine solutions,Stewart,Alfred Walter,A_03264,Boston,"""Little, Brown, & Co. 1929""",1929,
50665,0.45078,0.0250404037,00001186.txt,66,Clarence,Harte,Bret,A_01577,London,Chatto & Windus,1895,
170299,0.38878,0.0275990704,00000052.txt,29,The end of a coil,Warner,Susan,A_03522,New York,R. Carter & Bros.,1880,
58004,0.45919,0.0329813829,00001107.txt,51,Bill Nye's history of the United States,Nye,Bill,A_02579,Philadelphia,J.B. Lippincott Co.,1894,
88920,0.44413,0.0308016315,00002790.txt,50,Half a rogue,MacGrath,Harold,A_02179,Indianapolis,Bobbs-Merrill Co.,1906,
88259,0.43983,0.0404182814,00003737.txt,37,Just around the corner,Hurst,Fannie,A_01740,New York/London,Harper & Bros.,1914,
111919,0.40567,0.0354458058,00004877.txt,317,Aaron's rod,Lawrence,D. H.,A_02006,New York,T. Seltzer,1922,
111037,0.43374,0.0319913562,00000772.txt,171,The faith doctor,Eggleston,Edward,A_01062,New York,D. Appleton & Co.,1891,
126550,0.46379,0.0344170192,00003085.txt,80,The danger mark,Chambers,Robert W.,A_00604,New York/London,D. Appleton & Co.,1909,
92276,0.43278,0.0251261785,00002356.txt,463,The little shepherd of Kingdom Come,Fox,John,A_01235,New York,Charles Scribner's Sons,1903,
68672,0.41645,0.0305036428,00003918.txt,42,People like that,Bosher,Kate Langley,A_00336,New York/London,Harper & Bros.,1916,
64858,0.46575,0.0376424902,00001762.txt,50,Found in the Philippines,King,Charles,A_01908,London,F.T. Neely,1899,
57746,0.44117,0.0328793494,00002424.txt,43,The daughter of a magnate,Spearman,Frank H.,A_03215,New York,Charles Scribner's Sons,1903,
102182,0.41107,0.0334118031,00002314.txt,28,The log of a cowboy,Adams,Andy,A_00013,,"""Lincoln, Neb., University of Nebraska Press""",1903,
109082,0.39428,0.0247096595,00004876.txt,261,This freedom,Hutchinson,A. S. M.,A_01743,Boston,"""Little, Brown, & Co.""",1922,
70505,0.39416,0.0295353649,00000986.txt,240,The coast of Bohemia,Howells,William Dean,A_01716,New York,Harper & Bros.,1893,
45491,0.48271,0.053492621,00002585.txt,46,Pardners,Beach,Rex,A_00208,New York,"""McClure, Phillips & Co.""",1905,
76850,0.41911,0.0217997753,00004826.txt,105,Bardelys the Magnificent,Sabatini,Rafael,A_03001,New York,Grosset & Dunlap,1905,
38113,0.43304,0.033376009,00002963.txt,104,The genial idiot,Bangs,John Kendrick,A_00148,New York/London,Harper & Bros.,1908,
74720,0.4635,0.0432076265,00001713.txt,68,The black wolf's breed,Dickson,Harris,A_00937,Indianapolis,Bowen-Merrill Co.,1899,
77440,0.43049,0.0324437337,00000368.txt,58,A romantic young lady,Grant,Robert,A_01434,Boston,Ticknor,1886,
124678,0.48118,0.0229775384,00004158.txt,41,The winds of chance,Beach,Rex,A_00208,New York,A.L. Burt Co.,1918,
63594,0.40732,0.025897576,00003963.txt,199,The daughter of the storage,Howells,William Dean,A_01716,New York/London,Harper & Bros.,1916,
104213,0.43631,0.0281190453,00001840.txt,86,Senator North,Atherton,Gertrude Franklin Horn,A_00099,New York/London,J. Lane,1900,
105218,0.43184,0.0213757722,00004372.txt,158,Jimmie Higgins,Sinclair,Upton,A_03151,,"""S.l. : s.n., Western Print. & Lithographing Co.""",1919,
104495,0.44361,0.029271248,00010249.txt,22,Seibert of the island,Young,Gordon,A_03745,New York,George H. Doran Co.,1925,
110052,0.44987,0.0309729941,00003150.txt,138,Truxton King,McCutcheon,George Barr,A_02321,New York,"""Dodd, Mead & Co.""",1909,
131407,0.42528,0.0251070757,00004853.txt,109,The pastor's wife,Von Arnim,Elizabeth,A_03477,Garden City/N.Y.,"""Doubleday, Page & Co.""",1914,
58509,0.44905,0.0270578785,00003074.txt,35,The long shadow,Bower,B. M.,A_00348,New York,Grosset & Dunlap,1909,
81992,0.42658,0.0246372388,00003138.txt,85,The inner shrine,King,Basil,A_01907,New York/London,Harper & Bros.,1909,
69781,0.42891,0.0205947404,00001825.txt,57,The wolf's long howl,Waterloo,Stanley,A_03529,Chicago,H.S. Stone,1899,
46199,0.42581,0.0336865213,00003824.txt,138,Somewhere in France,Davis,Richard Harding,A_00876,New York,Charles Scribner's Sons,1915,
59601,0.45503,0.0310745129,00003519.txt,47,The place of honeymoons,MacGrath,Harold,A_02179,Indianapolis,Bobbs-Merrill Co.,1912,
46832,0.41895,0.0441176973,00003382.txt,49,The strength of the strong,London,Jack,A_02113,Chicago,C.H. Kerr,1911,
41554,0.39533,0.0316856578,00002262.txt,82,Emmy Lou,Martin,George Madden,A_02254,New York,Grosset & Dunlap,1902,
114839,0.44871,0.0305006359,00003351.txt,98,The root of evil,Dixon,Thomas,A_00951,Garden City/N.Y.,"""Doubleday, Page & Co.""",1911,
129307,0.44243,0.0233736686,00010080.txt,25,Virginian,Wister,Owen,A_03681,New York,Pocket Books,1929,
81124,0.41236,0.0320761468,00010248.txt,102,Bread givers,Yezierska,Anzia,A_03738,Garden City/New York,"""Doubleday, Page & Co.""",1925,
77417,0.42951,0.0342116098,00001834.txt,58,The transgressors,Adams,Francis A.,A_00015,Philadelphia,Independence Pub. Co.,1900,
73587,0.40792,0.0319398677,00001773.txt,56,Arms and the woman,MacGrath,Harold,A_02179,New York,"""Doubleday, Page & Co.""",1899,
44457,0.45305,0.0206228152,00011110.txt,77,Mystery at Geneva,Macaulay,Rose,A_02167,New York,Boni & Liveright,1923,
75684,0.47178,0.0298273077,00003292.txt,42,Keith of the border,Parrish,Randall,A_02656,Chicago,A.C. McClurg & Co.,1910,
85235,0.41777,0.0194717381,00001261.txt,159,A lady of quality,Burnett,Frances Hodgson,A_00486,New York,Charles Scribner's Sons,1896,
64782,0.45729,0.0375236747,00010341.txt,1229,The woman of Andros,Wilder,Thornton,A_03624,New York,A. & C. Boni,1930,
41532,0.43853,0.0212738066,00003516.txt,259,Smoke Bellew,London,Jack,A_02113,New York,Century Co.,1912,
130966,0.43911,0.0244201006,00000403.txt,25,From jest to earnest,Roe,Edward Payson,A_02950,New York,"""Dodd, Mead & Co.""",1886,
77318,0.46418,0.019661982,00010230.txt,207,Old New York,Wharton,Edith,A_03582,New York/London,D. Appleton & Co.,1924,
77847,0.4254,0.0235337711,00011285.txt,22,The Piccadilly murder,Cox,Anthony Berkeley,A_00766,Garden City/N.Y.,George H. Doran Co.,1930,
68871,0.42839,0.0226773126,00003475.txt,116,The Red Cross girl,Davis,Richard Harding,A_00876,New York,Charles Scribner's Sons,1912,
69172,0.4252,0.0243322955,00011116.txt,16,The valley of ghosts,Wallace,Edgar,A_03493,New York,A.L. Burt,1923,
114562,0.43981,0.024474557,00003242.txt,58,Dixie Hart,Harben,Will N.,A_01539,New York/London,Harper & Bros.,1910,
69222,0.43379,0.0216758931,00002032.txt,317,D'ri and I,Bacheller,Irving,A_00117,Boston,Lothrop Pub. Co.,1901,
300592,0.45486,0.0214753888,00004118.txt,222,Susan Lenox,Phillips,David Graham,A_02731,New York/London,D. Appleton & Co.,1917,
95619,0.49837,0.0244390212,00004079.txt,324,The three black Pennys,Hergesheimer,Joseph,A_01634,New York,Alfred A. Knopf,1917,
192102,0.44034,0.0215978955,00004878.txt,387,The judge,West,Rebecca,A_03574,New York,George H. Doran Co.,1922,
59965,0.4411,0.0385988172,00000048.txt,56,Bucholz and the detectives,Pinkerton,Allan,A_02754,New York,G.W. Carleton,1880,
57477,0.41189,0.0241024308,00003658.txt,272,Pollyanna,Porter,Eleanor H.,A_02774,Boston,L.C. Page & Co.,1913,
85998,0.41969,0.0253092769,00004043.txt,31,Mistress Anne,Bailey,Temple,A_00125,Philadelphia,Penn Publishing Co.,1917,
100571,0.42422,0.0232307616,00011183.txt,14,Love in these days,Waugh,Alec,A_03537,London,Chapman & Hall,1926,
104537,0.3759,0.0343712647,00002152.txt,122,King Midas,Sinclair,Upton,A_03151,New York,Funk & Wagnalls Co.,1901,
43042,0.41184,0.0251892714,00000221.txt,55,Miss Ludington's sister,Bellamy,Edward,A_00239,Boston,J.R. Osgood,1884,
71389,0.46937,0.0252048797,00000449.txt,56,The crusade of the Excelsior,Harte,Bret,A_01577,Boston,Houghton Mifflin Co.,1887,
121460,0.45493,0.0239470185,00004633.txt,70,The wrong twin,Wilson,Harry Leon,A_03665,Garden City/New York/Toronto,"""Doubleday, Page & Co.""",1921,
45139,0.46119,0.0182749456,00010297.txt,108,Shanty Irish,Tully,Jim,A_03422,New York,A. & C. Boni,1928,
71698,0.48498,0.0357315977,00002296.txt,30,Chiquita,Tileston,Merrill,A_03386,Chicago,.S.A. : Published by the Merrill Co.,1902,
106221,0.41343,0.0268219927,00001513.txt,39,An enemy to the king,Stephens,Robert Neilson,A_03253,Boston,L.C. Page & Co.,1897,
104073,0.4389,0.0248187368,00004638.txt,339,In the days of Poor Richard,Bacheller,Irving,A_00117,Indianapolis,Bobbs-Merrill Co.,1922,
46108,0.46128,0.0174368007,00001161.txt,144,The red badge of courage,Crane,Stephen,A_00777,New York,D. Appleton & Co.,1895,
51340,0.44503,0.0184475533,00010310.txt,22,The planet of peril,Kline,Otis Adelbert,A_01934,Chicago,A.C. McClurg & Co.,1929,
263329,0.42718,0.0281189321,00011035.txt,1066,The good companions,Priestley,J. B.,A_02811,New York,Harper & Bros.,1929,
39317,0.44713,0.0373088813,00000828.txt,47,Mary Magdalen,Saltus,Edgar,A_03012,New York,Belford Co.,1891,
74189,0.43328,0.0210636745,00002619.txt,33,The hindered hand: or: The reign of the repressionist,Griggs,Sutton E.,A_01467,Nashville/Tenn,n. : Orion Pub. Co.,1905,
59858,0.45267,0.0179685781,00011171.txt,93,The crime at Vanderlynden's,Mottram,R. H.,A_02496,London,Chatto & Windus,1926,
75941,0.40182,0.0272687263,00000037.txt,198,Confidence,James,Henry,A_01780,Boston/Cambridge,"""Houghton, Osgood & Co.  The Riverside Press""",1880,
77926,0.39559,0.0241924502,00002234.txt,462,The Kentons,Howells,William Dean,A_01716,New York/London,Harper & Bros.,1902,
55375,0.42609,0.0306017412,00002141.txt,46,Dwellers in the hills,Post,Melville Davisson,A_02784,New York/London,nd G.P. Putnam's Sons,1901,
64213,0.39889,0.0282988721,00003623.txt,26,The young Alaskans in the Rockies,Hough,Emerson,A_01701,New York,Harper & Bros.,1913,
80656,0.47327,0.0287496526,00010265.txt,101,The Benson murder case,Wright,Willard Huntington,A_03728,New York,Charles Scribner's Sons,1926,
75540,0.44151,0.0291410693,00003577.txt,111,Seven keys to Baldpate,Biggers,Earl Derr,A_00282,New York,Grosset & Dunlap,1913,
125162,0.41904,0.0262324188,00003003.txt,43,Marcia Schuyler,Hill,Grace Livingston,A_01654,Philadelphia/London,"""ondon, J.B. Lippincott Co.ndon, J.B. Lippincott Co.""",1908,
49500,0.46283,0.0310014842,00003909.txt,75,The unspeakable perk,Adams,Samuel Hopkins,A_00020,Boston/New York,Houghton Mifflin Co.,1916,
74948,0.41701,0.0312650756,00004191.txt,34,Six feet four,Gregory,Jackson,A_01458,New York,Grosset & Dunlap,1918,
76110,0.43231,0.0203815598,00011312.txt,218,Very good: Jeeves,Wodehouse,P. G.,A_03684,Garden City/N.Y.,George H. Doran Co.,1930,
57251,0.42512,0.0180265125,00010008.txt,28,Pellucidar,Burroughs,Edgar Rice,A_00493,Chicago,A.C. McClurg & Co.,1923,
57174,0.45098,0.0195814693,00000714.txt,142,Strangers and wayfarers,Jewett,Sarah Orne,A_01810,Boston/New York,Houghton Mifflin Co.,1890,
171966,0.40131,0.0240356196,00001421.txt,29,Cord and creese,De Mille,James,A_00894,New York,Harper & Bros.,1897,
130306,0.40647,0.0356649546,00003748.txt,111,Kent Knowles: quahaug,Lincoln,Joseph Crosby,A_02079,New York/London,D. Appleton & Co.,1914,
129257,0.40257,0.0254920289,00004245.txt,207,A daughter of the land,Stratton-Porter,Gene,A_03287,New York,Grosset & Dunlap,1918,
65389,0.41749,0.0326813495,00011234.txt,34,The footsteps at the lock,Knox,Ronald Arbuthnott,A_01943,London,Methuen,1928,
136303,0.44108,0.0214968544,00011034.txt,288,Roper's Row,Deeping,Warwick,A_00901,New York,Alfred A. Knopf,1929,
61986,0.4514,0.027756881,00004490.txt,34,Leerie,Sawyer,Ruth,A_03039,New York/London,Harper & Bros.,1920,
105242,0.43836,0.0224937792,00003408.txt,51,The poisoned pen,Reeve,Arthur B.,A_02868,New York/London,Harper & Bros.,1911,
123802,0.44199,0.0272090653,00002241.txt,26,Audrey,Johnston,Mary,A_01828,Boston,Houghton Mifflin Co.,1902,
44882,0.44972,0.0226885278,00000241.txt,152,Mingo,Harris,Joel Chandler,A_01559,Boston,James R. Osgood & Co.,1884,
93183,0.44133,0.0288752297,00002448.txt,163,A Texas matchmaker,Adams,Andy,A_00013,Boston/New York,Houghton Mifflin Co.,1904,
113558,0.45319,0.0340533435,00003469.txt,40,Fate knocks at the door,Comfort,Will Levington,A_00707,Philadelphia/London,"""ondon, J.B. Lippincott Co.ndon, J.B. Lippincott Co.""",1912,
81872,0.46683,0.0233666667,00003238.txt,282,The Heritage of the desert,Grey,Zane,A_01462,New York,Grosset & Dunlap,1910,
113988,0.49938,0.0402602092,00002237.txt,62,The Strollers,Isham,Frederic Stewart,A_01760,Indianapolis,Bowen-Merrill,1902,
38197,0.45038,0.0186622181,00004108.txt,314,Parnassus on wheels,Morley,Christopher,A_02475,New York,Grosset & Dunlap,1917,
70925,0.38835,0.0254019704,00002419.txt,143,The journal of Arthur Stirling,Sinclair,Upton,A_03151,New York,D. Appleton & Co.,1903,
44230,0.43352,0.0450834199,00000194.txt,58,Only an incident,Litchfield,Grace Denio,A_02094,New York,G.P. Putnam's Sons,1883,
51457,0.53344,0.0619144604,00000621.txt,44,The Breitmann ballads,Leland,Charles Godfrey,A_02039,London,Trubner,1889,
60071,0.42383,0.020161998,00004607.txt,69,More Tish,Rinehart,Mary Roberts,A_02912,New York,George H. Doran Co.,1921,
66736,0.42525,0.0366951336,00002690.txt,39,Ten girls from Dickens,Sweetser,Kate Dickinson,A_03321,New York,Harper & Bros.,1905,
39034,0.39788,0.0201275127,00002786.txt,26,Before Adam,London,Jack,A_02113,,Place of publication not identified : publisher not identified,1906,
88049,0.42881,0.035965386,00004588.txt,27,The snowshoe trail,Marshall,Edison,A_02245,Boston,"""Little, Brown, & Co.""",1921,
83321,0.43902,0.0312881622,00011218.txt,14,The strange Vanguard,Bennett,Arnold,A_00255,Leipzig,Bernhard Tauchnitz,1928,
156903,0.42526,0.0306062052,00000423.txt,99,Paul Patoff,Crawford,F. Marion,A_00778,Boston/New York,Houghton Mifflin Co.,1887,
83067,0.43808,0.0299429356,00003299.txt,142,Master of the vineyard,Reed,Myrtle,A_02865,New York,G.P. Putnam's Sons,1910,
65677,0.43598,0.0195752782,00011253.txt,26,Poet and the lunatics,Chesterton,G. K.,A_00638,London,Darwen Finlayson,1929,
53056,0.42356,0.0274205261,00011147.txt,26,These mortals,Irwin,Margaret,A_01756,New York,Thomas Seltzer,1925,
81960,0.45692,0.0188002149,00004756.txt,806,The glimpses of the moon,Wharton,Edith,A_03582,New York/London,D. Appleton & Co.,1922,
70641,0.41658,0.0213372061,00011288.txt,109,The Murder at the vicarage,Christie,Agatha,A_00647,New York,"""Dodd, Mead""",1930,
49750,0.45316,0.0311972286,00010276.txt,161,Circus parade,Tully,Jim,A_03422,New York,A. & C. Boni,1927,
47611,0.4326,0.029595932,00002848.txt,29,The range dwellers,Bower,B. M.,A_00348,New York,G.W. Dillingham Co.,1907,
43062,0.40679,0.0192502368,00010235.txt,36,The moon men,Burroughs,Edgar Rice,A_00493,New York,Ace Books,1925,
99941,0.44641,0.0372257907,00004454.txt,99,Kindred of the dust,Kyne,Peter B.,A_01969,New York,Cosmopolitan Book Corporation,1920,
65702,0.43884,0.0220613103,00011181.txt,20,The square emerald,Wallace,Edgar,A_03493,London,Hodder & Stoughton Ltd.,1926,
35062,0.47023,0.0423691938,00003101.txt,43,Old lady number 31,Forsslund,Louise,A_01225,New York,Century Co.,1909,
55819,0.44694,0.0360170611,00003443.txt,76,Robinetta,Wiggin,Kate Douglas Smith,A_03620,Boston/New York,Houghton Mifflin Co.,1911,
67651,0.4113,0.0207950557,00010243.txt,64,Ariel Custer,Hill,Grace Livingston,A_01654,Philadelphia/London,J.B. Lippincott Co.,1925,
126256,0.44659,0.0243244463,00000187.txt,33,The guardian angel,Holmes,Oliver Wendell,A_01682,Boston/New York,Houghton Mifflin Co.,1883,
83929,0.43519,0.0295941214,00001008.txt,47,The witch of Salem: or: Credulity run mad,Musick,John R.,A_02519,New York,unk & Wagnalls Co.,1893,
42398,0.43591,0.0343734967,00002275.txt,59,Red Saunders,Phillips,Henry Wallace,A_02732,New York,"""McClure, Phillips & Co.""",1902,
48624,0.47216,0.0426779625,00003571.txt,58,The white linen nurse,Abbott,Eleanor Hallowell,A_00004,New York,Century Co.,1913,
56975,0.38676,0.0276124405,00001109.txt,200,The burial of the guns,Page,Thomas Nelson,A_02632,New York,Charles Scribner's Sons,1894,
49265,0.44402,0.0231228515,00004129.txt,26,The Brown study,Richmond,Grace S.,A_02899,Garden City/New York,"""Doubleday, Page & Co.""",1917,
38980,0.38554,0.0229942549,00004280.txt,88,The magic of Oz,Baum,L. Frank,A_00200,Chicago,R& McNally,1919,
100982,0.47706,0.0215611978,00011150.txt,34,The great Pandolfo,Locke,William John,A_02106,London,"""John Lane, the Bodley Head""",1925,
94453,0.45191,0.0237261715,00011016.txt,551,Riceyman Steps,Bennett,Arnold,A_00255,New York,George H. Doran Co.,1923,
55486,0.4773,0.0318209955,00002999.txt,105,The voice of the city,Henry,O.,A_01630,Garden City/N.Y.,George H. Doran Co.,1908,
57707,0.47871,0.0431387929,00004591.txt,182,An ocean tramp,McFee,William,A_02334,Garden City/N.Y./Toronto,"""Doubleday, Page & Co.""",1921,
124094,0.42483,0.0235161904,00000506.txt,260,John Ward: preacher,Deland,Margaret,A_00904,Boston/New York,Houghton Mifflin Co.,1888,
81169,0.45914,0.0390627622,00004357.txt,56,A woman named Smith,Oemler,Marie Conway,A_02598,New York,Century Co.,1919,
128527,0.39736,0.0291850661,00004763.txt,180,Rise of Silas Lapham,Howells,William Dean,A_01716,Boston,Ticknor & Co,1885,
114815,0.43004,0.0264765648,00003089.txt,181,Stradella,Crawford,F. Marion,A_00778,New York,Macmillan Co.,1909,
99308,0.45063,0.023402346,00003403.txt,86,The grain of dust,Phillips,David Graham,A_02731,New York/London,D. Appleton & Co.,1911,
98611,0.41186,0.0210238057,00010253.txt,405,Early autumn,Bromfield,Louis,A_00402,New York,Frederick A. Stokes Co.,1926,
69751,0.43726,0.0193221598,00011175.txt,23,The tavern knight,Sabatini,Rafael,A_03001,New York,Grosset & Dunlap,1926,
82016,0.46096,0.0210640773,00010048.txt,226,Valley of wild horses,Grey,Zane,A_01462,New York,Grosset & Dunlap,1927,
67812,0.41915,0.0228227137,00004231.txt,104,His second wife,Poole,Ernest,A_02770,New York,Macmillan Co.,1918,
88054,0.40586,0.0234594083,00004655.txt,58,The chessmen of Mars,Burroughs,Edgar Rice,A_00493,New York,Grosset & Dunlap,1922,
69551,0.44943,0.0291257306,00002967.txt,41,John Silence,Blackwood,Algernon,A_00299,London,E. Nash,1908,
52189,0.44797,0.0348046366,00001293.txt,115,A Venetian June,Fuller,Anna,A_01274,New York/London,G.P. Putnam's Sons,1896,
62495,0.44065,0.0321701207,00003782.txt,29,No. 13 Washington Square,Scott,Leroy,A_03069,Boston/New York,Houghton Mifflin Co.,1914,
96648,0.45795,0.022008894,00004564.txt,97,To the last man,Grey,Zane,A_01462,N.Y./Roslyn,Walter J. Blackalter J. Black,1921,
87079,0.42199,0.0356887485,00001941.txt,54,With hoops of steel,Kelly,Florence Finch,A_01880,Indianapolis,Bowen-Merrill,1900,
63950,0.46166,0.0403833199,00004351.txt,293,The haunted bookshop,Morley,Christopher,A_02475,Garden City/New York,"""Doubleday, Page & Co.""",1919,
57225,0.45912,0.0291804833,00000790.txt,30,A first family of Tasajara,Harte,Bret,A_01577,New York/London,Macmillan Co.,1891,
85921,0.4511,0.0356559032,00003287.txt,107,The siege of the seven suitors,Nicholson,Meredith,A_02554,Boston/New York,Houghton Mifflin Co.,1910,
61414,0.43362,0.0183670654,00001312.txt,180,Embarrassments,James,Henry,A_01780,New York,Macmillan Co.,1896,
70390,0.43398,0.0305071543,00004051.txt,46,A princess of Mars,Burroughs,Edgar Rice,A_00493,New York,Grosset & Dunlap,1917,
51792,0.42808,0.020100093,00003504.txt,72,The autobiography of an ex-colored man,Johnson,James Weldon,A_01817,Boston,"""Sherman, French & Co.""",1912,
127788,0.47401,0.0307175122,00002971.txt,108,The firing line,Chambers,Robert W.,A_00604,New York,D. Appleton & Co.,1908,
105587,0.46114,0.0231778456,00001850.txt,167,The duke of Stockbridge,Bellamy,Edward,A_00239,Boston/New York,"""etc. Silver, Burdett & Co.""",1900,
75415,0.43347,0.0369152606,00011271.txt,58,The Glenlitten murder,Oppenheim,E. Phillips,A_02612,Boston,"""Little, Brown, & Co.""",1929,
97423,0.43365,0.0282983295,00002556.txt,112,The fat of the land,Streeter,John Williams,A_03293,New York/London,Macmillan Co.,1904,
92941,0.4107,0.0203243895,00003700.txt,29,The mad king,Burroughs,Edgar Rice,A_00493,New York,Ace Pub. Corp.,1914,
83632,0.42087,0.0293246044,00002555.txt,107,Freckles,Stratton-Porter,Gene,A_03287,New York,"""Doubleday, Page & Co.""",1904,
122315,0.45641,0.0405781687,00003337.txt,76,The common law,Chambers,Robert W.,A_00604,New York,Grosset & Dunlap,1911,
125544,0.45416,0.0206308194,00004657.txt,40,One of ours,Cather,Willa,A_00587,New York,Alfred A. Knopf,1922,
75076,0.45999,0.0247159602,00004565.txt,43,Call of the canyon,Grey,Zane,A_01462,New York,Grosset & Dunlap,1921,
41550,0.38243,0.0296389912,00002787.txt,28,The way of the gods,Long,John Luther,A_02115,New York/London,Macmillan Co.,1906,
74873,0.4383,0.0280095583,00004314.txt,27,The bells of San Juan,Gregory,Jackson,A_01458,New York,Grosset & Dunlap,1919,
65059,0.43199,0.0213458746,00011255.txt,64,The Seven dials mystery,Christie,Agatha,A_00647,New York,"""Dodd, Mead & Co.""",1929,
123954,0.499,0.0365164969,00000927.txt,32,The little lady of Lagunitas,Savage,Richard,A_03037,New York,American News,1892,
